
datetime, epochseconds, L1, L2, L3, C1, C2, C3, C4, Sun, eventdensity
Mon Feb 16 07:30:00 2015, 1424093400, 500, 469, 310, 21.63548, 21.62660, 21.66236, -10.43214, 0.10440, 896/900
Mon Feb 16 07:45:00 2015, 1424094300, 502, 457, 296, 21.63475, 21.62850, 21.65509, -10.25110, 0.11188, 897/900
Mon Feb 16 08:00:00 2015, 1424095200, 490, 447, 304, 21.63400, 21.62675, 21.65157, -10.06982, 0.12356, 896/900
Mon Feb 16 08:15:00 2015, 1424096100, 504, 465, 297, 21.63089, 21.63301, 21.64871, -9.76275, 0.13710, 896/900
Mon Feb 16 08:30:00 2015, 1424097000, 488, 443, 285, 21.63219, 21.63278, 21.65701, -9.41167, 0.15054, 897/900
Mon Feb 16 08:45:00 2015, 1424097900, 472, 439, 284, 21.62988, 21.63526, 21.65634, -8.83444, 0.17051, 896/900
Mon Feb 16 09:00:00 2015, 1424098800, 475, 419, 288, 21.63262, 21.63390, 21.63800, -8.40510, 0.20299, 897/900
Mon Feb 16 09:15:00 2015, 1424099700, 471, 404, 276, 21.63132, 21.62976, 21.65015, -7.83095, 0.23405, 896/900
Mon Feb 16 09:30:00 2015, 1424100600, 462, 383, 271, 21.63085, 21.63435, 21.64982, -7.09507, 0.26031, 895/900
Mon Feb 16 09:45:00 2015, 1424101500, 460, 379, 278, 21.62678, 21.63152, 21.66067, -6.88820, 0.28269, 896/900
Mon Feb 16 10:00:00 2015, 1424102400, 430, 346, 264, 21.63542, 21.63809, 21.65292, -6.09535, 0.31112, 897/900
Mon Feb 16 10:15:00 2015, 1424103300, 430, 324, 248, 21.64063, 21.65408, 21.65670, -5.41422, 0.35889, 896/900
Mon Feb 16 10:30:00 2015, 1424104200, 418, 328, 257, 21.64358, 21.65408, 21.66745, -5.58421, 0.34967, 897/900
Mon Feb 16 10:45:00 2015, 1424105100, 426, 329, 243, 21.64488, 21.65525, 21.65490, -5.10821, 0.36414, 892/900
Mon Feb 16 11:00:00 2015, 1424106000, 411, 286, 248, 21.64676, 21.66533, 21.67478, -4.33484, 0.41961, 897/900
Mon Feb 16 11:15:00 2015, 1424106900, 396, 277, 229, 21.65806, 21.66726, 21.67777, -3.48549, 0.39903, 896/900
Mon Feb 16 11:30:00 2015, 1424107800, 383, 232, 230, 21.66041, 21.68715, 21.68317, -3.04694, 0.44023, 895/900
Mon Feb 16 11:45:00 2015, 1424108700, 374, 225, 212, 21.67862, 21.70204, 21.70578, -2.26217, 0.45919, 896/900
Mon Feb 16 12:00:00 2015, 1424109600, 367, 258, 222, 21.67906, 21.69211, 21.69756, -2.59908, 0.42842, 897/900
Mon Feb 16 12:15:00 2015, 1424110500, 387, 222, 223, 21.68674, 21.70540, 21.69924, -1.97531, 0.47380, 896/900
Mon Feb 16 12:30:00 2015, 1424111400, 361, 222, 217, 21.69029, 21.71633, 21.69793, -1.61776, 0.44425, 897/900
Mon Feb 16 12:45:00 2015, 1424112300, 363, 174, 205, 21.69824, 21.73145, 21.71073, -1.51095, 0.44903, 896/900
Mon Feb 16 13:00:00 2015, 1424113200, 352, 195, 204, 21.70964, 21.75154, 21.71937, -1.38426, 0.45752, 897/900
Mon Feb 16 13:15:00 2015, 1424114100, 351, 254, 196, 21.70680, 21.71321, 21.72676, -1.54290, 0.38474, 896/900
Mon Feb 16 13:30:00 2015, 1424115000, 351, 248, 219, 21.69784, 21.71782, 21.71376, -1.04524, 0.38469, 896/900
Mon Feb 16 13:45:00 2015, 1424115900, 341, 258, 200, 21.70851, 21.71955, 21.72411, -1.35457, 0.31821, 896/900
Mon Feb 16 14:00:00 2015, 1424116800, 359, 273, 221, 21.70664, 21.71221, 21.72581, -2.21259, 0.28888, 897/900
Mon Feb 16 14:15:00 2015, 1424117700, 361, 291, 218, 21.69791, 21.70596, 21.71949, -2.35163, 0.28785, 894/900
Mon Feb 16 14:30:00 2015, 1424118600, 381, 355, 216, 21.67805, 21.67975, 21.70585, -3.81266, 0.18852, 897/900
Mon Feb 16 14:45:00 2015, 1424119500, 390, 338, 224, 21.66563, 21.66643, 21.67658, -3.60656, 0.22613, 896/900
Mon Feb 16 15:00:00 2015, 1424120400, 406, 320, 232, 21.66100, 21.66921, 21.68624, -3.44337, 0.25701, 895/900
Mon Feb 16 15:15:00 2015, 1424121300, 386, 312, 230, 21.66140, 21.67278, 21.68728, -3.14232, 0.27552, 896/900
Mon Feb 16 15:30:00 2015, 1424122200, 377, 310, 233, 21.66559, 21.67239, 21.68411, -3.02809, 0.30325, 897/900
Mon Feb 16 15:45:00 2015, 1424123100, 382, 309, 229, 21.67801, 21.67883, 21.68787, -3.09161, 0.26744, 896/900
Mon Feb 16 16:00:00 2015, 1424124000, 396, 342, 228, 21.66770, 21.66630, 21.68373, -3.94721, 0.21071, 897/900
Mon Feb 16 16:15:00 2015, 1424124900, 411, 351, 233, 21.66433, 21.66004, 21.69181, -4.20920, 0.17912, 894/900
Mon Feb 16 16:30:00 2015, 1424125800, 413, 379, 237, 21.65638, 21.65428, 21.67419, -4.96092, 0.15836, 894/900
Mon Feb 16 16:45:00 2015, 1424126700, 425, 392, 264, 21.64715, 21.63805, 21.67298, -5.23888, 0.14183, 896/900
Mon Feb 16 17:00:00 2015, 1424127600, 438, 394, 254, 21.64467, 21.63683, 21.66253, -5.63552, 0.13305, 897/900
Mon Feb 16 17:15:00 2015, 1424128500, 445, 411, 257, 21.63579, 21.64301, 21.66328, -5.88687, 0.13273, 896/900
Mon Feb 16 17:30:00 2015, 1424129400, 457, 416, 255, 21.62938, 21.62316, 21.64735, -6.22942, 0.11471, 897/900
Mon Feb 16 17:45:00 2015, 1424130300, 452, 427, 255, 21.62846, 21.62025, 21.64642, -6.42376, 0.10289, 896/900
Mon Feb 16 18:00:00 2015, 1424131200, 471, 437, 267, 21.62816, 21.61667, 21.65001, -6.57719, 0.09849, 896/900
Mon Feb 16 18:15:00 2015, 1424132100, 467, 436, 281, 21.61632, 21.62040, 21.64352, -6.76760, 0.09726, 897/900
Mon Feb 16 18:30:00 2015, 1424133000, 467, 437, 272, 21.62160, 21.61617, 21.63981, -6.95378, 0.09732, 896/900
Mon Feb 16 18:45:00 2015, 1424133900, 466, 443, 270, 21.62222, 21.61730, 21.64535, -7.14770, 0.09715, 895/900
Mon Feb 16 19:00:00 2015, 1424134800, 479, 459, 273, 21.62268, 21.61175, 21.63728, -7.71478, 0.09703, 896/900
Mon Feb 16 19:15:00 2015, 1424135700, 486, 474, 282, 21.61541, 21.61323, 21.63405, -8.30753, 0.09788, 897/900
Mon Feb 16 19:30:00 2015, 1424136600, 503, 474, 290, 21.61936, 21.60854, 21.64696, -8.72397, 0.09800, 896/900
Mon Feb 16 19:45:00 2015, 1424137500, 508, 462, 299, 21.62551, 21.61594, 21.64649, -9.24185, 0.09800, 897/900
Mon Feb 16 20:00:00 2015, 1424138400, 503, 465, 295, 21.62524, 21.61627, 21.64340, -9.64284, 0.09800, 896/900
Mon Feb 16 20:15:00 2015, 1424139300, 513, 480, 308, 21.62451, 21.61559, 21.65002, -9.90661, 0.09800, 897/900
Mon Feb 16 20:30:00 2015, 1424140200, 524, 476, 302, 21.62341, 21.61077, 21.65055, -9.81989, 0.09817, 896/900
Mon Feb 16 20:45:00 2015, 1424141100, 509, 463, 304, 21.62955, 21.62172, 21.65230, -9.72089, 0.09850, 897/900
Mon Feb 16 21:00:00 2015, 1424142000, 490, 477, 295, 21.62879, 21.62266, 21.65803, -9.82307, 0.09833, 897/900
Mon Feb 16 21:15:00 2015, 1424142900, 509, 484, 306, 21.62908, 21.61618, 21.64872, -9.96484, 0.09882, 895/900
Mon Feb 16 21:30:00 2015, 1424143800, 517, 491, 305, 21.62227, 21.61638, 21.65595, -10.08497, 0.09900, 897/900
Mon Feb 16 21:45:00 2015, 1424144700, 524, 498, 316, 21.61913, 21.60418, 21.64045, -10.39140, 0.09900, 896/900
Mon Feb 16 22:00:00 2015, 1424145600, 532, 507, 303, 21.61418, 21.60691, 21.63133, -10.57886, 0.09900, 897/900
Mon Feb 16 22:15:00 2015, 1424146500, 530, 494, 313, 21.62343, 21.60658, 21.63749, -10.85713, 0.09900, 894/900
Mon Feb 16 22:30:00 2015, 1424147400, 538, 509, 304, 21.61687, 21.60064, 21.63462, -11.11520, 0.09900, 897/900
Mon Feb 16 22:45:00 2015, 1424148300, 529, 507, 318, 21.61923, 21.61690, 21.63669, -11.33815, 0.09900, 896/900
Mon Feb 16 23:00:00 2015, 1424149200, 536, 511, 311, 21.61801, 21.60905, 21.63752, -11.48270, 0.09902, 897/900
Mon Feb 16 23:15:00 2015, 1424150100, 549, 521, 323, 21.61007, 21.60321, 21.63531, -11.64013, 0.09905, 897/900
Mon Feb 16 23:30:00 2015, 1424151000, 549, 508, 325, 21.61089, 21.60347, 21.64790, -11.94346, 0.09930, 896/900
Mon Feb 16 23:45:00 2015, 1424151900, 553, 521, 326, 21.60819, 21.60181, 21.61640, -12.05099, 0.09976, 897/900
Tue Feb 17 00:00:00 2015, 1424152800, 552, 530, 324, 21.60706, 21.59853, 21.63871, -12.34174, 0.10000, 896/900
Tue Feb 17 00:15:00 2015, 1424153700, 413, 387, 240, 21.61353, 21.59440, 21.64419, -12.31518, 0.10000, 652/900
