
datetime, epochseconds, L1, L2, L3, C1, C2, C3, C4, Sun, eventdensity
Sat Feb 14 08:45:00 2015, 1423925100, 632, 593, 366, 21.61756, 21.61058, 21.64417, -17.57589, 0.16317, 896/900
Sat Feb 14 09:00:00 2015, 1423926000, 626, 407, 380, 21.61632, 21.65303, 21.65018, -17.48149, 0.39685, 897/900
Sat Feb 14 09:15:00 2015, 1423926900, 581, 275, 346, 21.62106, 21.67291, 21.65858, -17.13768, 0.46815, 896/900
Sat Feb 14 09:30:00 2015, 1423927800, 554, 216, 331, 21.61676, 21.68004, 21.65136, -16.84221, 0.51328, 897/900
Sat Feb 14 09:45:00 2015, 1423928700, 537, 179, 331, 21.62778, 21.69719, 21.65070, -16.62395, 0.55402, 896/900
Sat Feb 14 10:00:00 2015, 1423929600, 538, 141, 327, 21.62383, 21.70230, 21.64314, -16.50144, 0.59249, 897/900
Sat Feb 14 10:15:00 2015, 1423930500, 531, 108, 325, 21.62460, 21.71154, 21.63431, -16.41254, 0.62877, 896/900
Sat Feb 14 10:30:00 2015, 1423931400, 526, 80, 329, 21.62228, 21.71583, 21.64925, -16.25324, 0.66090, 897/900
Sat Feb 14 10:45:00 2015, 1423932300, 526, 39, 313, 21.62606, 21.74893, 21.64677, -15.81264, 0.68733, 896/900
Sat Feb 14 11:00:00 2015, 1423933200, 516, 6, 316, 21.63091, 21.84107, 21.65793, -15.62451, 0.71214, 896/900
Sat Feb 14 11:15:00 2015, 1423934100, 510, 0, 299, 21.63478, 23.08625, 21.65012, -15.54860, 0.73058, 897/900
Sat Feb 14 11:30:00 2015, 1423935000, 508, 0, 306, 21.63836, 28.60838, 21.65579, -15.40601, 0.74578, 896/900
Sat Feb 14 11:45:00 2015, 1423935900, 516, 0, 294, 21.63414, 34.90448, 21.66504, -15.44838, 0.75790, 897/900
Sat Feb 14 12:00:00 2015, 1423936800, 519, 0, 306, 21.63020, 36.64800, 21.65001, -14.99446, 0.76705, 896/900
Sat Feb 14 12:15:00 2015, 1423937700, 506, 0, 292, 21.64229, 37.82708, 21.64900, -14.84157, 0.77063, 897/900
Sat Feb 14 12:30:00 2015, 1423938600, 503, 0, 300, 21.63835, 38.08412, 21.65847, -14.76762, 0.77028, 896/900
Sat Feb 14 12:45:00 2015, 1423939500, 500, 0, 293, 21.63863, 37.84553, 21.67422, -14.62997, 0.76545, 897/900
Sat Feb 14 13:00:00 2015, 1423940400, 481, 0, 297, 21.63882, 37.69588, 21.66006, -13.85952, 0.75372, 896/900
Sat Feb 14 13:15:00 2015, 1423941300, 473, 0, 295, 21.63967, 36.91904, 21.67330, -14.07821, 0.74191, 897/900
Sat Feb 14 13:30:00 2015, 1423942200, 476, 0, 283, 21.64211, 35.50125, 21.65403, -13.77303, 0.72561, 896/900
Sat Feb 14 13:45:00 2015, 1423943100, 483, 0, 281, 21.64098, 31.91709, 21.66376, -13.78951, 0.69696, 897/900
Sat Feb 14 14:00:00 2015, 1423944000, 471, 0, 285, 21.63905, 27.88299, 21.66735, -13.31929, 0.67815, 897/900
Sat Feb 14 14:15:00 2015, 1423944900, 471, 0, 273, 21.64190, 25.52041, 21.67137, -13.43104, 0.64628, 896/900
Sat Feb 14 14:30:00 2015, 1423945800, 482, 0, 269, 21.64411, 23.24846, 21.66910, -13.55899, 0.60550, 897/900
Sat Feb 14 14:45:00 2015, 1423946700, 475, 24, 285, 21.63975, 21.76341, 21.65856, -13.03587, 0.58000, 896/900
Sat Feb 14 15:00:00 2015, 1423947600, 482, 85, 280, 21.64960, 21.73151, 21.66996, -13.29330, 0.55075, 897/900
Sat Feb 14 15:15:00 2015, 1423948500, 478, 123, 276, 21.64547, 21.72408, 21.68030, -13.19538, 0.51450, 896/900
Sat Feb 14 15:30:00 2015, 1423949400, 491, 197, 287, 21.64110, 21.70519, 21.67486, -13.65590, 0.47255, 895/900
Sat Feb 14 15:45:00 2015, 1423950300, 509, 383, 303, 21.62871, 21.64494, 21.65426, -14.32787, 0.21649, 896/900
Sat Feb 14 16:00:00 2015, 1423951200, 538, 506, 334, 21.62231, 21.60866, 21.63462, -14.46439, 0.16223, 897/900
Sat Feb 14 16:15:00 2015, 1423952100, 557, 517, 338, 21.61098, 21.61794, 21.64864, -14.54572, 0.15441, 894/900
Sat Feb 14 16:30:00 2015, 1423953000, 582, 524, 348, 21.61515, 21.61087, 21.62126, -14.64673, 0.14906, 897/900
Sat Feb 14 16:45:00 2015, 1423953900, 582, 536, 347, 21.61465, 21.61038, 21.63792, -14.81982, 0.14086, 896/900
Sat Feb 14 17:00:00 2015, 1423954800, 576, 548, 348, 21.61192, 21.60748, 21.63247, -14.92884, 0.13485, 896/900
Sat Feb 14 17:15:00 2015, 1423955700, 592, 544, 350, 21.62124, 21.61520, 21.62342, -15.30917, 0.12440, 895/900
Sat Feb 14 17:30:00 2015, 1423956600, 585, 552, 338, 21.61622, 21.61392, 21.64228, -15.79823, 0.11274, 896/900
Sat Feb 14 17:45:00 2015, 1423957500, 607, 555, 368, 21.61508, 21.60115, 21.63997, -16.21376, 0.10600, 896/900
Sat Feb 14 18:00:00 2015, 1423958400, 608, 552, 361, 21.62023, 21.61246, 21.64666, -16.59490, 0.10220, 897/900
Sat Feb 14 18:15:00 2015, 1423959300, 605, 560, 359, 21.62098, 21.61180, 21.63505, -16.85913, 0.10109, 894/900
Sat Feb 14 18:30:00 2015, 1423960200, 608, 548, 362, 21.62391, 21.61862, 21.64158, -16.86556, 0.10153, 897/900
Sat Feb 14 18:45:00 2015, 1423961100, 602, 550, 358, 21.61987, 21.61933, 21.63106, -17.24180, 0.10117, 897/900
Sat Feb 14 19:00:00 2015, 1423962000, 592, 550, 364, 21.61899, 21.61485, 21.63958, -17.30397, 0.10109, 896/900
Sat Feb 14 19:15:00 2015, 1423962900, 599, 553, 374, 21.62064, 21.61766, 21.64146, -17.46656, 0.10109, 897/900
Sat Feb 14 19:30:00 2015, 1423963800, 604, 546, 356, 21.62066, 21.61717, 21.63909, -17.76332, 0.10193, 896/900
Sat Feb 14 19:45:00 2015, 1423964700, 611, 567, 355, 21.61889, 21.61659, 21.64066, -17.81111, 0.10200, 897/900
Sat Feb 14 20:00:00 2015, 1423965600, 604, 561, 357, 21.62278, 21.61378, 21.65519, -18.17906, 0.10200, 896/900
Sat Feb 14 20:15:00 2015, 1423966500, 605, 553, 365, 21.62064, 21.62407, 21.64168, -18.20647, 0.10203, 897/900
Sat Feb 14 20:30:00 2015, 1423967400, 591, 545, 353, 21.62964, 21.62647, 21.65211, -18.00595, 0.10200, 896/900
Sat Feb 14 20:45:00 2015, 1423968300, 590, 553, 346, 21.63243, 21.62280, 21.66684, -17.87253, 0.10200, 897/900
Sat Feb 14 21:00:00 2015, 1423969200, 578, 527, 344, 21.62777, 21.62227, 21.65839, -17.22793, 0.10192, 896/900
Sat Feb 14 21:15:00 2015, 1423970100, 574, 523, 340, 21.62746, 21.62391, 21.64636, -16.89560, 0.10118, 897/900
Sat Feb 14 21:30:00 2015, 1423971000, 561, 536, 336, 21.62556, 21.62730, 21.65276, -16.53957, 0.10100, 896/900
Sat Feb 14 21:45:00 2015, 1423971900, 556, 519, 345, 21.63100, 21.62666, 21.64575, -16.66320, 0.10084, 897/900
Sat Feb 14 22:00:00 2015, 1423972800, 564, 533, 352, 21.62673, 21.62422, 21.65629, -17.20193, 0.10092, 896/900
Sat Feb 14 22:15:00 2015, 1423973700, 577, 531, 344, 21.62386, 21.61568, 21.63610, -17.50482, 0.10098, 896/900
Sat Feb 14 22:30:00 2015, 1423974600, 568, 541, 346, 21.62642, 21.62702, 21.65047, -17.82759, 0.10100, 897/900
Sat Feb 14 22:45:00 2015, 1423975500, 578, 535, 354, 21.62913, 21.62156, 21.64193, -18.43484, 0.10100, 896/900
Sat Feb 14 23:00:00 2015, 1423976400, 589, 548, 352, 21.63484, 21.62074, 21.64183, -18.44535, 0.10105, 897/900
Sat Feb 14 23:15:00 2015, 1423977300, 586, 540, 351, 21.62735, 21.61912, 21.65553, -18.52150, 0.10142, 896/900
Sat Feb 14 23:30:00 2015, 1423978200, 588, 539, 355, 21.63227, 21.62474, 21.65710, -18.32744, 0.10114, 897/900
Sat Feb 14 23:45:00 2015, 1423979100, 578, 534, 358, 21.63032, 21.62172, 21.64777, -18.08829, 0.10106, 896/900
Sun Feb 15 00:00:00 2015, 1423980000, 573, 534, 343, 21.62730, 21.62487, 21.64691, -17.63097, 0.10104, 897/900
Sun Feb 15 00:15:00 2015, 1423980900, 413, 393, 265, 21.62172, 21.62535, 21.64816, -17.36728, 0.10107, 646/900
