
datetime, epochseconds, L1, L2, L3, C1, C2, C3, C4, Sun, eventdensity
Thu Feb 19 04:45:00 2015, 1424342700, 650, 612, 398, 21.64039, 21.64693, 21.67580, -23.46198, 0.10396, 896/900
Thu Feb 19 05:00:00 2015, 1424343600, 674, 630, 407, 21.63163, 21.63867, 21.67220, -22.62168, 0.10401, 897/900
Thu Feb 19 05:15:00 2015, 1424344500, 681, 623, 412, 21.63122, 21.63760, 21.66324, -23.70617, 0.10398, 896/900
Thu Feb 19 05:30:00 2015, 1424345400, 678, 644, 414, 21.63484, 21.63404, 21.65544, -23.91434, 0.10400, 897/900
Thu Feb 19 05:45:00 2015, 1424346300, 672, 626, 416, 21.64130, 21.63424, 21.65934, -23.51784, 0.10400, 896/900
Thu Feb 19 06:00:00 2015, 1424347200, 678, 629, 410, 21.63558, 21.63371, 21.66376, -23.89975, 0.10400, 897/900
Thu Feb 19 06:15:00 2015, 1424348100, 676, 640, 397, 21.63817, 21.64324, 21.67635, -24.13164, 0.10414, 896/900
Thu Feb 19 06:30:00 2015, 1424349000, 687, 649, 405, 21.63540, 21.62983, 21.65509, -23.59405, 0.10496, 897/900
Thu Feb 19 06:45:00 2015, 1424349900, 687, 651, 406, 21.65243, 21.62843, 21.68521, -23.44114, 0.10500, 896/900
Thu Feb 19 07:00:00 2015, 1424350800, 698, 633, 415, 21.64975, 21.63873, 21.67906, -24.39520, 0.10581, 897/900
Thu Feb 19 07:15:00 2015, 1424351700, 694, 648, 424, 21.63992, 21.63944, 21.67080, -23.67674, 0.11086, 896/900
Thu Feb 19 07:30:00 2015, 1424352600, 686, 637, 416, 21.65582, 21.64774, 21.67322, -23.68561, 0.12051, 894/900
Thu Feb 19 07:45:00 2015, 1424353500, 670, 620, 410, 21.65641, 21.64207, 21.67087, -24.21638, 0.13083, 897/900
Thu Feb 19 08:00:00 2015, 1424354400, 665, 621, 409, 21.64568, 21.65151, 21.68902, -23.49699, 0.14080, 896/900
Thu Feb 19 08:15:00 2015, 1424355300, 665, 600, 397, 21.65437, 21.65854, 21.69990, -22.81768, 0.15029, 897/900
Thu Feb 19 08:30:00 2015, 1424356200, 637, 580, 386, 21.66102, 21.65889, 21.68300, -21.62192, 0.15756, 896/900
Thu Feb 19 08:45:00 2015, 1424357100, 634, 546, 380, 21.65633, 21.65363, 21.67849, -20.73897, 0.18211, 897/900
Thu Feb 19 09:00:00 2015, 1424358000, 615, 334, 356, 21.65889, 21.70382, 21.67949, -19.48239, 0.45171, 896/900
Thu Feb 19 09:15:00 2015, 1424358900, 544, 213, 330, 21.66284, 21.72655, 21.68517, -18.41662, 0.51766, 897/900
Thu Feb 19 09:30:00 2015, 1424359800, 487, 140, 307, 21.66563, 21.73999, 21.68721, -17.56783, 0.56512, 896/900
Thu Feb 19 09:45:00 2015, 1424360700, 451, 90, 276, 21.67214, 21.75076, 21.68659, -16.85991, 0.60104, 897/900
Thu Feb 19 10:00:00 2015, 1424361600, 443, 61, 280, 21.67223, 21.76939, 21.68982, -15.48730, 0.64224, 896/900
Thu Feb 19 10:15:00 2015, 1424362500, 428, 28, 282, 21.67946, 21.79479, 21.69577, -14.97575, 0.66662, 896/900
Thu Feb 19 10:30:00 2015, 1424363400, 414, 2, 262, 21.68973, 22.12075, 21.71420, -14.32467, 0.68924, 897/900
Thu Feb 19 10:45:00 2015, 1424364300, 427, 0, 249, 21.69096, 22.88993, 21.70818, -13.83781, 0.71316, 896/900
Thu Feb 19 11:00:00 2015, 1424365200, 421, 0, 257, 21.69060, 24.22360, 21.71166, -13.61940, 0.73755, 897/900
Thu Feb 19 11:15:00 2015, 1424366100, 403, 0, 252, 21.70293, 27.20688, 21.71034, -12.63944, 0.75573, 896/900
Thu Feb 19 11:30:00 2015, 1424367000, 399, 0, 242, 21.70405, 33.88643, 21.74077, -11.98337, 0.76996, 897/900
Thu Feb 19 11:45:00 2015, 1424367900, 399, 0, 250, 21.71577, 40.79782, 21.74206, -12.26553, 0.77832, 896/900
Thu Feb 19 12:00:00 2015, 1424368800, 393, 0, 227, 21.74299, 43.46988, 21.75655, -11.87447, 0.78221, 897/900
Thu Feb 19 12:15:00 2015, 1424369700, 385, 0, 229, 21.75419, 45.10919, 21.78243, -11.20034, 0.78978, 896/900
Thu Feb 19 12:30:00 2015, 1424370600, 377, 0, 227, 21.76774, 46.18230, 21.78474, -11.08297, 0.78629, 897/900
Thu Feb 19 12:45:00 2015, 1424371500, 383, 0, 235, 21.76941, 46.01238, 21.78798, -11.13160, 0.78175, 896/900
Thu Feb 19 13:00:00 2015, 1424372400, 373, 0, 222, 21.76416, 45.23406, 21.78887, -10.66962, 0.77088, 897/900
Thu Feb 19 13:15:00 2015, 1424373300, 360, 0, 217, 21.78690, 44.44983, 21.80328, -10.27800, 0.76103, 896/900
Thu Feb 19 13:30:00 2015, 1424374200, 351, 0, 202, 21.80691, 42.73618, 21.83682, -10.96831, 0.74009, 897/900
Thu Feb 19 13:45:00 2015, 1424375100, 367, 0, 208, 21.79849, 39.33399, 21.82083, -10.87531, 0.72124, 896/900
Thu Feb 19 14:00:00 2015, 1424376000, 366, 0, 208, 21.80726, 35.87552, 21.82627, -9.85829, 0.69731, 897/900
Thu Feb 19 14:15:00 2015, 1424376900, 346, 0, 210, 21.81586, 33.49385, 21.84223, -9.75554, 0.67017, 896/900
Thu Feb 19 14:30:00 2015, 1424377800, 361, 0, 204, 21.82015, 31.61640, 21.84198, -9.95088, 0.63676, 896/900
Thu Feb 19 14:45:00 2015, 1424378700, 379, 0, 218, 21.80128, 29.28148, 21.83106, -9.60227, 0.59933, 895/900
Thu Feb 19 15:00:00 2015, 1424379600, 372, 0, 197, 21.82038, 26.49075, 21.86805, -8.94017, 0.56012, 896/900
Thu Feb 19 15:15:00 2015, 1424380500, 379, 3, 199, 21.83041, 23.39583, 21.85597, -9.34117, 0.51932, 897/900
Thu Feb 19 15:30:00 2015, 1424381400, 387, 82, 205, 21.81826, 21.88310, 21.85410, -10.09659, 0.47694, 896/900
Thu Feb 19 15:45:00 2015, 1424382300, 411, 299, 234, 21.73143, 21.74167, 21.75110, -11.17332, 0.21138, 897/900
Thu Feb 19 16:00:00 2015, 1424383200, 481, 451, 283, 21.63055, 21.62453, 21.65217, -11.57851, 0.15752, 896/900
Thu Feb 19 16:15:00 2015, 1424384100, 524, 466, 294, 21.61358, 21.61021, 21.62830, -12.06275, 0.15450, 896/900
Thu Feb 19 16:30:00 2015, 1424385000, 530, 473, 311, 21.62246, 21.62280, 21.64596, -12.19415, 0.15009, 897/900
Thu Feb 19 16:45:00 2015, 1424385900, 541, 491, 325, 21.61610, 21.60874, 21.64574, -12.33740, 0.14542, 896/900
Thu Feb 19 17:00:00 2015, 1424386800, 544, 489, 330, 21.61667, 21.61673, 21.63468, -12.35985, 0.13848, 897/900
Thu Feb 19 17:15:00 2015, 1424387700, 541, 518, 309, 21.61773, 21.60867, 21.63942, -12.76822, 0.12821, 896/900
Thu Feb 19 17:30:00 2015, 1424388600, 561, 506, 334, 21.61112, 21.60741, 21.63693, -13.41990, 0.11766, 896/900
Thu Feb 19 17:45:00 2015, 1424389500, 546, 506, 341, 21.61985, 21.61148, 21.63341, -14.18663, 0.10803, 896/900
Thu Feb 19 18:00:00 2015, 1424390400, 564, 514, 335, 21.62193, 21.61320, 21.63191, -15.04886, 0.10204, 897/900
Thu Feb 19 18:15:00 2015, 1424391300, 565, 547, 346, 21.61408, 21.60568, 21.64544, -14.52157, 0.10097, 896/900
Thu Feb 19 18:30:00 2015, 1424392200, 589, 556, 348, 21.61691, 21.60496, 21.63873, -14.73304, 0.10098, 897/900
Thu Feb 19 18:45:00 2015, 1424393100, 587, 565, 353, 21.61963, 21.61036, 21.63550, -14.76155, 0.10100, 896/900
Thu Feb 19 19:00:00 2015, 1424394000, 580, 542, 353, 21.61807, 21.61369, 21.64656, -15.04248, 0.10101, 897/900
Thu Feb 19 19:15:00 2015, 1424394900, 591, 551, 349, 21.62264, 21.62402, 21.64402, -15.08092, 0.10107, 896/900
Thu Feb 19 19:30:00 2015, 1424395800, 579, 535, 345, 21.62305, 21.60860, 21.64130, -15.20817, 0.10104, 897/900
Thu Feb 19 19:45:00 2015, 1424396700, 570, 524, 352, 21.62792, 21.62350, 21.64897, -15.43512, 0.10100, 896/900
Thu Feb 19 20:00:00 2015, 1424397600, 583, 548, 337, 21.62184, 21.60695, 21.63946, -15.28758, 0.10101, 897/900
Thu Feb 19 20:15:00 2015, 1424398500, 575, 548, 337, 21.62583, 21.62044, 21.63329, -14.43523, 0.10102, 896/900
Thu Feb 19 20:30:00 2015, 1424399400, 573, 535, 339, 21.63005, 21.62304, 21.66144, -14.10144, 0.10100, 897/900
Thu Feb 19 20:45:00 2015, 1424400300, 564, 542, 321, 21.63255, 21.63358, 21.65603, -13.99622, 0.10100, 896/900
Thu Feb 19 21:00:00 2015, 1424401200, 550, 526, 328, 21.63157, 21.62436, 21.64937, -13.51749, 0.10100, 896/900
Thu Feb 19 21:15:00 2015, 1424402100, 553, 527, 323, 21.62508, 21.62041, 21.65299, -13.22009, 0.10086, 897/900
Thu Feb 19 21:30:00 2015, 1424403000, 554, 524, 320, 21.62344, 21.62138, 21.65289, -12.97086, 0.10040, 896/900
Thu Feb 19 21:45:00 2015, 1424403900, 547, 520, 321, 21.63761, 21.62920, 21.64549, -12.81834, 0.10008, 897/900
Thu Feb 19 22:00:00 2015, 1424404800, 538, 508, 312, 21.63734, 21.62466, 21.66284, -12.69669, 0.10001, 896/900
Thu Feb 19 22:15:00 2015, 1424405700, 530, 518, 316, 21.62721, 21.62330, 21.66188, -12.56134, 0.10000, 897/900
Thu Feb 19 22:30:00 2015, 1424406600, 538, 519, 312, 21.63797, 21.62669, 21.65038, -12.50248, 0.10000, 896/900
Thu Feb 19 22:45:00 2015, 1424407500, 537, 526, 323, 21.63285, 21.61874, 21.66619, -12.63105, 0.10000, 897/900
Thu Feb 19 23:00:00 2015, 1424408400, 553, 522, 311, 21.62659, 21.61731, 21.64814, -12.50797, 0.10001, 896/900
Thu Feb 19 23:15:00 2015, 1424409300, 556, 528, 334, 21.62463, 21.61093, 21.65591, -12.48624, 0.10000, 897/900
Thu Feb 19 23:30:00 2015, 1424410200, 542, 516, 326, 21.62604, 21.61894, 21.64718, -12.47992, 0.10000, 896/900
Thu Feb 19 23:45:00 2015, 1424411100, 549, 524, 325, 21.62423, 21.61579, 21.65524, -12.59784, 0.10000, 897/900
Fri Feb 20 00:00:00 2015, 1424412000, 537, 517, 317, 21.61898, 21.62123, 21.64521, -12.56717, 0.10000, 896/900
Fri Feb 20 00:15:00 2015, 1424412900, 386, 374, 231, 21.63457, 21.61983, 21.66673, -12.45645, 0.10000, 644/900
