timestamp, epochseconds, V1, V2, V3, C1, C2, C3, C4, Sun
Mon Feb  2 23:55:01 2015, 1422942901, -0.000, 4.817, -0.000, 21.637, 21.622, 21.686, -13.111, 0.100
Mon Feb  2 23:55:02 2015, 1422942902, -0.000, -0.001, -0.000, 21.635, 21.607, 21.672, -13.112, 0.100
Mon Feb  2 23:55:03 2015, 1422942903, -0.000, -0.001, -0.000, 21.619, 21.580, 21.647, -13.112, 0.100
Mon Feb  2 23:55:04 2015, 1422942904, 4.820, 4.818, -0.000, 21.614, 21.585, 21.647, -13.113, 0.100
Mon Feb  2 23:55:05 2015, 1422942905, 4.820, 4.818, -0.000, 21.614, 21.585, 21.628, -13.109, 0.100
Mon Feb  2 23:55:06 2015, 1422942906, 4.820, 4.817, -0.000, 21.625, 21.598, 21.611, -13.107, 0.100
Mon Feb  2 23:55:07 2015, 1422942907, 4.820, 4.817, 4.822, 21.635, 21.611, 21.627, -13.102, 0.100
Mon Feb  2 23:55:08 2015, 1422942908, 4.820, 4.817, 4.822, 21.641, 21.629, 21.660, -13.096, 0.100
Mon Feb  2 23:55:09 2015, 1422942909, -0.000, 4.818, -0.000, 21.638, 21.647, 21.662, -13.096, 0.100
Mon Feb  2 23:55:10 2015, 1422942910, -0.000, 4.818, -0.000, 21.621, 21.647, 21.662, -13.101, 0.100
Mon Feb  2 23:55:11 2015, 1422942911, -0.000, -0.000, -0.000, 21.621, 21.663, 21.645, -13.097, 0.100
Mon Feb  2 23:55:12 2015, 1422942912, -0.000, -0.000, -0.000, 21.605, 21.658, 21.626, -13.098, 0.100
Mon Feb  2 23:55:13 2015, 1422942913, -0.000, -0.001, -0.000, 21.588, 21.641, 21.608, -13.103, 0.100
Mon Feb  2 23:55:14 2015, 1422942914, 4.820, 4.818, -0.000, 21.585, 21.643, 21.589, -13.103, 0.100
Mon Feb  2 23:55:15 2015, 1422942915, 4.820, 4.818, -0.000, 21.597, 21.659, 21.589, -13.107, 0.100
Mon Feb  2 23:55:16 2015, 1422942916, -0.000, -0.001, -0.000, 21.591, 21.659, 21.575, -13.106, 0.100
Mon Feb  2 23:55:17 2015, 1422942917, -0.000, -0.001, -0.000, 21.591, 21.653, 21.556, -13.108, 0.100
Mon Feb  2 23:55:18 2015, 1422942918, 4.820, -0.001, -0.000, 21.570, 21.633, 21.536, -13.112, 0.100
Mon Feb  2 23:55:19 2015, 1422942919, 4.820, -0.001, -0.000, 21.574, 21.613, 21.520, -13.117, 0.100
Mon Feb  2 23:55:20 2015, 1422942920, 4.820, -0.001, 4.822, 21.580, 21.587, 21.543, -13.117, 0.100
Mon Feb  2 23:55:21 2015, 1422942921, 4.820, 4.818, 4.822, 21.586, 21.581, 21.543, -13.119, 0.100
Mon Feb  2 23:55:22 2015, 1422942922, 4.820, 4.817, 4.822, 21.586, 21.581, 21.569, -13.120, 0.100
Mon Feb  2 23:55:23 2015, 1422942923, 4.820, 4.817, 4.822, 21.593, 21.596, 21.599, -13.118, 0.100
Mon Feb  2 23:55:24 2015, 1422942924, 4.820, 4.817, 4.822, 21.600, 21.612, 21.622, -13.114, 0.100
Mon Feb  2 23:55:25 2015, 1422942925, 4.820, 4.818, -0.000, 21.613, 21.625, 21.623, -13.113, 0.100
Mon Feb  2 23:55:26 2015, 1422942926, 4.820, 4.818, -0.000, 21.622, 21.633, 21.601, -13.113, 0.100
Mon Feb  2 23:55:27 2015, 1422942927, 4.820, 4.818, 4.822, 21.631, 21.633, 21.601, -13.115, 0.100
Mon Feb  2 23:55:28 2015, 1422942928, 4.820, -0.001, 4.822, 21.631, 21.644, 21.605, -13.115, 0.100
Mon Feb  2 23:55:29 2015, 1422942929, 4.820, -0.001, 4.822, 21.640, 21.640, 21.637, -13.111, 0.100
Mon Feb  2 23:55:30 2015, 1422942930, 4.820, -0.001, -0.000, 21.655, 21.628, 21.654, -13.108, 0.100
Mon Feb  2 23:55:31 2015, 1422942931, -0.000, -0.001, -0.000, 21.642, 21.608, 21.638, -13.108, 0.100
Mon Feb  2 23:55:32 2015, 1422942932, -0.000, -0.001, 4.822, 21.623, 21.590, 21.638, -13.107, 0.100
Mon Feb  2 23:55:33 2015, 1422942933, -0.000, 4.818, 4.822, 21.605, 21.590, 21.625, -13.107, 0.100
Mon Feb  2 23:55:34 2015, 1422942934, -0.000, 4.818, 4.822, 21.605, 21.587, 21.652, -13.107, 0.100
Mon Feb  2 23:55:35 2015, 1422942935, -0.000, 4.818, 4.822, 21.589, 21.605, 21.682, -13.101, 0.100
Mon Feb  2 23:55:36 2015, 1422942936, -0.000, -0.001, -0.000, 21.579, 21.604, 21.671, -13.099, 0.100
Mon Feb  2 23:55:37 2015, 1422942937, -0.000, -0.001, -0.000, 21.560, 21.585, 21.652, -13.099, 0.100
Mon Feb  2 23:55:38 2015, 1422942938, 4.820, 4.818, -0.000, 21.564, 21.582, 21.652, -13.099, 0.100
Mon Feb  2 23:55:39 2015, 1422942939, 4.820, 4.818, -0.000, 21.564, 21.582, 21.633, -13.098, 0.100
Mon Feb  2 23:55:40 2015, 1422942940, 4.820, -0.001, -0.000, 21.575, 21.596, 21.621, -13.097, 0.100
Mon Feb  2 23:55:41 2015, 1422942941, 4.820, -0.001, -0.000, 21.587, 21.595, 21.604, -13.094, 0.100
Mon Feb  2 23:55:42 2015, 1422942942, 4.820, -0.001, -0.000, 21.597, 21.580, 21.588, -13.093, 0.100
Mon Feb  2 23:55:43 2015, 1422942943, 4.820, -0.001, -0.000, 21.606, 21.562, 21.571, -13.093, 0.100
Mon Feb  2 23:55:44 2015, 1422942944, 4.820, -0.001, -0.000, 21.614, 21.562, 21.571, -13.090, 0.100
Mon Feb  2 23:55:45 2015, 1422942945, 4.820, 4.818, 4.822, 21.614, 21.543, 21.556, -13.094, 0.100
Mon Feb  2 23:55:46 2015, 1422942946, 2.253, 4.818, 4.822, 21.622, 21.533, 21.552, -13.097, 0.100
Mon Feb  2 23:55:47 2015, 1422942947, 2.253, 4.818, 4.822, 21.629, 21.551, 21.586, -13.094, 0.100
Mon Feb  2 23:55:48 2015, 1422942948, -0.000, 4.818, -0.000, 21.616, 21.564, 21.604, -13.094, 0.100
Mon Feb  2 23:55:49 2015, 1422942949, -0.000, 4.818, -0.000, 21.601, 21.571, 21.604, -13.089, 0.100
Mon Feb  2 23:55:50 2015, 1422942950, -0.000, 4.818, -0.000, 21.584, 21.571, 21.589, -13.090, 0.100
Mon Feb  2 23:55:51 2015, 1422942951, 4.820, 4.818, -0.000, 21.584, 21.585, 21.570, -13.095, 0.100
Mon Feb  2 23:55:52 2015, 1422942952, 4.820, 4.818, -0.000, 21.571, 21.601, 21.550, -13.099, 0.100
Mon Feb  2 23:55:53 2015, 1422942953, 4.820, 4.818, -0.000, 21.583, 21.616, 21.532, -13.107, 0.100
Mon Feb  2 23:55:54 2015, 1422942954, 4.820, 4.817, 4.822, 21.589, 21.630, 21.553, -13.107, 0.100
Mon Feb  2 23:55:55 2015, 1422942955, 4.820, -0.001, 4.822, 21.600, 21.635, 21.553, -13.111, 0.100
Mon Feb  2 23:55:56 2015, 1422942956, -0.000, -0.001, 4.822, 21.600, 21.635, 21.589, -13.108, 0.100
Mon Feb  2 23:55:57 2015, 1422942957, -0.000, 4.818, 4.822, 21.609, 21.621, 21.618, -13.109, 0.100
Mon Feb  2 23:55:58 2015, 1422942958, -0.000, 4.818, 4.822, 21.590, 21.610, 21.644, -13.110, 0.100
Mon Feb  2 23:55:59 2015, 1422942959, 4.820, 4.818, -0.000, 21.583, 21.623, 21.648, -13.113, 0.100
Mon Feb  2 23:56:00 2015, 1422942960, 4.820, -0.001, -0.000, 21.591, 21.629, 21.631, -13.113, 0.100
Mon Feb  2 23:56:01 2015, 1422942961, 4.820, -0.001, -0.000, 21.604, 21.629, 21.631, -13.109, 0.100
Mon Feb  2 23:56:02 2015, 1422942962, 4.820, 4.818, -0.000, 21.604, 21.611, 21.614, -13.112, 0.100
Mon Feb  2 23:56:03 2015, 1422942963, 4.820, 4.818, -0.000, 21.612, 21.602, 21.596, -13.118, 0.100
Mon Feb  2 23:56:04 2015, 1422942964, 4.820, 4.818, 4.822, 21.619, 21.615, 21.591, -13.116, 0.100
Mon Feb  2 23:56:05 2015, 1422942965, 4.820, 4.817, 4.822, 21.632, 21.629, 21.620, -13.116, 0.100
Mon Feb  2 23:56:06 2015, 1422942966, 4.820, 4.817, 4.821, 21.641, 21.645, 21.620, -13.120, 0.100
Mon Feb  2 23:56:07 2015, 1422942967, 4.820, -0.001, -0.000, 21.656, 21.645, 21.648, -13.117, 0.100
Mon Feb  2 23:56:08 2015, 1422942968, 4.820, -0.001, -0.000, 21.656, 21.655, 21.638, -13.111, 0.100
Mon Feb  2 23:56:09 2015, 1422942969, 4.820, -0.001, -0.000, 21.670, 21.639, 21.621, -13.115, 0.100
Mon Feb  2 23:56:10 2015, 1422942970, 4.820, -0.001, -0.000, 21.683, 21.621, 21.600, -13.114, 0.100
Mon Feb  2 23:56:11 2015, 1422942971, -0.000, -0.001, -0.000, 21.686, 21.604, 21.586, -13.114, 0.100
Mon Feb  2 23:56:12 2015, 1422942972, -0.000, 4.818, 4.822, 21.669, 21.586, 21.586, -13.111, 0.100
Mon Feb  2 23:56:13 2015, 1422942973, -0.000, 4.818, 4.822, 21.669, 21.586, 21.600, -13.119, 0.100
Mon Feb  2 23:56:14 2015, 1422942974, -0.000, -0.001, 4.822, 21.655, 21.598, 21.632, -13.118, 0.100
Mon Feb  2 23:56:15 2015, 1422942975, -0.000, -0.001, -0.000, 21.643, 21.604, 21.644, -13.118, 0.100
Mon Feb  2 23:56:16 2015, 1422942976, 4.820, -0.001, -0.000, 21.638, 21.585, 21.624, -13.117, 0.100
Mon Feb  2 23:56:17 2015, 1422942977, 4.820, -0.001, 4.822, 21.647, 21.564, 21.622, -13.117, 0.100
Mon Feb  2 23:56:18 2015, 1422942978, -0.000, -0.001, 4.822, 21.649, 21.564, 21.622, -13.121, 0.100
Mon Feb  2 23:56:19 2015, 1422942979, -0.000, 4.818, -0.000, 21.649, 21.544, 21.653, -13.122, 0.100
Mon Feb  2 23:56:20 2015, 1422942980, 4.820, 4.818, -0.000, 21.637, 21.526, 21.670, -13.127, 0.100
Mon Feb  2 23:56:21 2015, 1422942981, 4.820, 4.818, -0.000, 21.635, 21.537, 21.654, -13.128, 0.100
Mon Feb  2 23:56:22 2015, 1422942982, 4.820, 4.818, -0.000, 21.644, 21.552, 21.640, -13.128, 0.100
Mon Feb  2 23:56:23 2015, 1422942983, 4.820, 4.818, -0.000, 21.656, 21.568, 21.640, -13.122, 0.100
Mon Feb  2 23:56:24 2015, 1422942984, 4.820, 4.818, -0.000, 21.667, 21.568, 21.625, -13.127, 0.100
Mon Feb  2 23:56:25 2015, 1422942985, -0.000, 4.818, -0.000, 21.667, 21.581, 21.611, -13.128, 0.100
Mon Feb  2 23:56:26 2015, 1422942986, -0.000, 4.818, -0.000, 21.667, 21.598, 21.595, -13.124, 0.100
Mon Feb  2 23:56:27 2015, 1422942987, -0.000, -0.001, -0.000, 21.655, 21.607, 21.579, -13.126, 0.100
Mon Feb  2 23:56:28 2015, 1422942988, 4.820, -0.001, 4.822, 21.651, 21.582, 21.596, -13.126, 0.100
Mon Feb  2 23:56:29 2015, 1422942989, 4.820, 4.818, 4.822, 21.660, 21.565, 21.596, -13.127, 0.100
Mon Feb  2 23:56:30 2015, 1422942990, -0.000, 4.818, 4.822, 21.660, 21.565, 21.626, -13.131, 0.100
Mon Feb  2 23:56:31 2015, 1422942991, -0.000, 4.818, 4.822, 21.658, 21.579, 21.657, -13.131, 0.100
Mon Feb  2 23:56:32 2015, 1422942992, -0.000, 4.818, 4.822, 21.647, 21.595, 21.689, -13.133, 0.100
Mon Feb  2 23:56:33 2015, 1422942993, -0.000, 4.818, -0.000, 21.632, 21.612, 21.702, -13.132, 0.100
Mon Feb  2 23:56:34 2015, 1422942994, -0.000, 2.068, -0.000, 21.618, 21.626, 21.685, -13.132, 0.100
Mon Feb  2 23:56:35 2015, 1422942995, 4.820, -0.000, -0.000, 21.618, 21.626, 21.685, -13.134, 0.100
Mon Feb  2 23:56:36 2015, 1422942996, 4.820, 2.408, -0.000, 21.618, 21.614, 21.671, -13.132, 0.101
Mon Feb  2 23:56:37 2015, 1422942997, 4.820, 2.408, -0.000, 21.627, 21.594, 21.651, -13.132, 0.100
Mon Feb  2 23:56:38 2015, 1422942998, 4.820, 4.818, 1.100, 21.635, 21.606, 21.640, -13.128, 0.100
Mon Feb  2 23:56:39 2015, 1422942999, 4.820, 2.558, 4.822, 21.648, 21.620, 21.672, -13.128, 0.100
Mon Feb  2 23:56:40 2015, 1422943000, -0.000, -0.001, 4.822, 21.640, 21.607, 21.672, -13.114, 0.100
Mon Feb  2 23:56:41 2015, 1422943001, -0.000, 0.727, -0.000, 21.624, 21.607, 21.705, -13.109, 0.100
Mon Feb  2 23:56:42 2015, 1422943002, 4.820, 4.818, -0.000, 21.624, 21.588, 21.696, -13.114, 0.100
Mon Feb  2 23:56:43 2015, 1422943003, 4.820, 4.818, -0.000, 21.626, 21.597, 21.679, -13.113, 0.100
Mon Feb  2 23:56:44 2015, 1422943004, 4.820, 4.818, -0.000, 21.637, 21.613, 21.668, -13.105, 0.100
Mon Feb  2 23:56:45 2015, 1422943005, -0.000, 4.818, -0.000, 21.631, 21.630, 21.650, -13.105, 0.100
Mon Feb  2 23:56:46 2015, 1422943006, -0.000, 4.818, -0.000, 21.616, 21.648, 21.650, -13.108, 0.100
Mon Feb  2 23:56:47 2015, 1422943007, 4.820, -0.001, -0.000, 21.616, 21.648, 21.635, -13.107, 0.101
Mon Feb  2 23:56:48 2015, 1422943008, 4.820, -0.001, -0.000, 21.617, 21.631, 21.619, -13.104, 0.101
Mon Feb  2 23:56:49 2015, 1422943009, 4.820, -0.001, 4.822, 21.624, 21.609, 21.618, -13.108, 0.100
Mon Feb  2 23:56:50 2015, 1422943010, 4.820, 4.817, 4.822, 21.634, 21.620, 21.651, -13.108, 0.100
Mon Feb  2 23:56:51 2015, 1422943011, 4.820, 4.817, 4.822, 21.645, 21.635, 21.681, -13.108, 0.100
Mon Feb  2 23:56:52 2015, 1422943012, -0.000, -0.001, 4.822, 21.635, 21.635, 21.681, -13.104, 0.100
Mon Feb  2 23:56:53 2015, 1422943013, -0.000, -0.000, 2.667, 21.635, 21.621, 21.715, -13.100, 0.100
Mon Feb  2 23:56:54 2015, 1422943014, 4.820, -0.000, 2.667, 21.618, 21.606, 21.738, -13.102, 0.101
Mon Feb  2 23:56:55 2015, 1422943015, 4.820, -0.001, -0.000, 21.621, 21.590, 21.727, -13.099, 0.100
Mon Feb  2 23:56:56 2015, 1422943016, 4.820, -0.001, -0.000, 21.633, 21.572, 21.710, -13.099, 0.100
Mon Feb  2 23:56:57 2015, 1422943017, -0.000, 4.818, -0.000, 21.620, 21.579, 21.710, -13.103, 0.100
Mon Feb  2 23:56:58 2015, 1422943018, -0.000, 4.818, -0.000, 21.603, 21.579, 21.694, -13.105, 0.100
Mon Feb  2 23:56:59 2015, 1422943019, 4.820, 4.818, -0.000, 21.603, 21.593, 21.674, -13.114, 0.100
Mon Feb  2 23:57:00 2015, 1422943020, 4.820, 4.818, 4.822, 21.606, 21.607, 21.694, -13.119, 0.100
Mon Feb  2 23:57:01 2015, 1422943021, 4.820, 4.817, 4.822, 21.616, 21.623, 21.730, -13.120, 0.100
Mon Feb  2 23:57:02 2015, 1422943022, 4.820, -0.001, -0.000, 21.628, 21.619, 21.735, -13.120, 0.100
Mon Feb  2 23:57:03 2015, 1422943023, 4.820, -0.001, -0.000, 21.637, 21.600, 21.735, -13.118, 0.100
Mon Feb  2 23:57:04 2015, 1422943024, 4.820, 4.818, -0.000, 21.637, 21.600, 21.722, -13.121, 0.101
Mon Feb  2 23:57:05 2015, 1422943025, 4.820, 4.818, -0.000, 21.647, 21.608, 21.702, -13.121, 0.100
Mon Feb  2 23:57:06 2015, 1422943026, 4.820, 4.818, -0.000, 21.658, 21.622, 21.688, -13.118, 0.100
Mon Feb  2 23:57:07 2015, 1422943027, 4.820, 4.818, 4.822, 21.666, 21.633, 21.683, -13.121, 0.100
Mon Feb  2 23:57:08 2015, 1422943028, 4.820, 4.818, 4.822, 21.679, 21.649, 21.718, -13.121, 0.100
Mon Feb  2 23:57:09 2015, 1422943029, -0.000, -0.001, 2.416, 21.668, 21.649, 21.718, -13.112, 0.101
Mon Feb  2 23:57:10 2015, 1422943030, -0.000, -0.001, -0.000, 21.668, 21.643, 21.745, -13.107, 0.100
Mon Feb  2 23:57:11 2015, 1422943031, -0.000, -0.001, -0.000, 21.650, 21.625, 21.730, -13.104, 0.101
Mon Feb  2 23:57:12 2015, 1422943032, -0.000, 4.818, -0.000, 21.636, 21.632, 21.712, -13.100, 0.100
Mon Feb  2 23:57:13 2015, 1422943033, 1.709, 4.818, -0.000, 21.619, 21.646, 21.695, -13.100, 0.100
Mon Feb  2 23:57:14 2015, 1422943034, 4.820, -0.001, -0.000, 21.630, 21.634, 21.695, -13.097, 0.100
Mon Feb  2 23:57:15 2015, 1422943035, 2.409, -0.000, -0.000, 21.637, 21.634, 21.683, -13.095, 0.100
Mon Feb  2 23:57:16 2015, 1422943036, -0.000, 4.818, -0.000, 21.637, 21.615, 21.665, -13.090, 0.100
Mon Feb  2 23:57:17 2015, 1422943037, 3.510, 4.818, -0.000, 21.625, 21.622, 21.653, -13.090, 0.100
Mon Feb  2 23:57:18 2015, 1422943038, 3.510, 4.818, 4.822, 21.611, 21.631, 21.657, -13.091, 0.100
Mon Feb  2 23:57:19 2015, 1422943039, 4.820, 4.817, 4.822, 21.616, 21.640, 21.692, -13.091, 0.100
Mon Feb  2 23:57:20 2015, 1422943040, 4.820, 4.818, -0.000, 21.631, 21.658, 21.692, -13.090, 0.100
Mon Feb  2 23:57:22 2015, 1422943042, 4.820, -0.001, -0.000, 21.631, 21.658, 21.703, -13.081, 0.100
Mon Feb  2 23:57:23 2015, 1422943043, -0.000, -0.001, -0.000, 21.643, 21.653, 21.686, -13.082, 0.100
Mon Feb  2 23:57:24 2015, 1422943044, -0.000, -0.001, 4.822, 21.647, 21.638, 21.682, -13.082, 0.100
Mon Feb  2 23:57:25 2015, 1422943045, -0.000, 4.818, 4.822, 21.632, 21.640, 21.713, -13.082, 0.100
Mon Feb  2 23:57:26 2015, 1422943046, 4.820, 4.818, 2.409, 21.620, 21.656, 21.735, -13.082, 0.100
Mon Feb  2 23:57:27 2015, 1422943047, 4.820, -0.001, -0.000, 21.632, 21.656, 21.735, -13.078, 0.100
Mon Feb  2 23:57:28 2015, 1422943048, -0.000, -0.001, -0.000, 21.632, 21.653, 21.722, -13.077, 0.100
Mon Feb  2 23:57:29 2015, 1422943049, -0.000, -0.001, -0.000, 21.639, 21.633, 21.706, -13.072, 0.100
Mon Feb  2 23:57:30 2015, 1422943050, -0.000, -0.001, 4.822, 21.625, 21.614, 21.732, -13.072, 0.100
Mon Feb  2 23:57:31 2015, 1422943051, 4.820, -0.001, 4.822, 21.613, 21.591, 21.763, -13.072, 0.100
Mon Feb  2 23:57:32 2015, 1422943052, 4.820, 4.818, -0.000, 21.620, 21.591, 21.763, -13.073, 0.100
Mon Feb  2 23:57:33 2015, 1422943053, -0.000, 4.818, -0.000, 21.629, 21.591, 21.756, -13.069, 0.100
Mon Feb  2 23:57:34 2015, 1422943054, -0.000, 4.818, -0.000, 21.629, 21.606, 21.743, -13.068, 0.100
Mon Feb  2 23:57:35 2015, 1422943055, 4.820, 4.818, -0.000, 21.612, 21.616, 21.727, -13.067, 0.100
Mon Feb  2 23:57:36 2015, 1422943056, 4.820, 4.818, -0.000, 21.601, 21.628, 21.711, -13.068, 0.100
Mon Feb  2 23:57:37 2015, 1422943057, 4.820, -0.001, -0.000, 21.613, 21.627, 21.698, -13.068, 0.100
Mon Feb  2 23:57:38 2015, 1422943058, 4.820, -0.001, -0.000, 21.623, 21.609, 21.698, -13.068, 0.100
Mon Feb  2 23:57:39 2015, 1422943059, 4.820, 4.818, -0.000, 21.623, 21.609, 21.678, -13.072, 0.100
Mon Feb  2 23:57:40 2015, 1422943060, -0.000, 4.818, -0.000, 21.630, 21.610, 21.667, -13.072, 0.100
Mon Feb  2 23:57:41 2015, 1422943061, -0.000, 4.818, -0.000, 21.633, 21.623, 21.652, -13.066, 0.100
Mon Feb  2 23:57:42 2015, 1422943062, -0.000, -0.001, 2.662, 21.616, 21.617, 21.642, -13.063, 0.100
Mon Feb  2 23:57:43 2015, 1422943063, -0.000, -0.001, 4.822, 21.597, 21.603, 21.670, -13.063, 0.100
Mon Feb  2 23:57:44 2015, 1422943064, -0.000, 4.818, 4.822, 21.578, 21.603, 21.670, -13.066, 0.100
Mon Feb  2 23:57:45 2015, 1422943065, 4.820, 4.818, -0.000, 21.578, 21.603, 21.699, -13.066, 0.100
Mon Feb  2 23:57:46 2015, 1422943066, 4.820, 4.818, -0.000, 21.573, 21.617, 21.683, -13.066, 0.100
Mon Feb  2 23:57:47 2015, 1422943067, 4.820, -0.001, -0.000, 21.585, 21.611, 21.668, -13.067, 0.100
Mon Feb  2 23:57:48 2015, 1422943068, 4.820, -0.001, -0.000, 21.595, 21.596, 21.648, -13.067, 0.100
Mon Feb  2 23:57:49 2015, 1422943069, 4.820, 4.818, -0.000, 21.602, 21.588, 21.648, -13.065, 0.100
Mon Feb  2 23:57:50 2015, 1422943070, -0.000, 4.818, -0.000, 21.601, 21.588, 21.630, -13.067, 0.100
Mon Feb  2 23:57:51 2015, 1422943071, -0.000, -0.001, -0.000, 21.601, 21.603, 21.613, -13.064, 0.100
Mon Feb  2 23:57:52 2015, 1422943072, 4.820, -0.001, -0.000, 21.584, 21.604, 21.599, -13.063, 0.100
Mon Feb  2 23:57:53 2015, 1422943073, 4.820, -0.001, 4.822, 21.577, 21.582, 21.597, -13.066, 0.100
Mon Feb  2 23:57:54 2015, 1422943074, 4.820, 4.818, 4.822, 21.583, 21.575, 21.624, -13.066, 0.100
Mon Feb  2 23:57:55 2015, 1422943075, 4.820, 4.817, 4.822, 21.591, 21.578, 21.624, -13.067, 0.100
Mon Feb  2 23:57:56 2015, 1422943076, 4.820, -0.001, 4.822, 21.591, 21.578, 21.648, -13.065, 0.100
Mon Feb  2 23:57:57 2015, 1422943077, -0.000, -0.001, 4.822, 21.605, 21.582, 21.682, -13.060, 0.100
Mon Feb  2 23:57:58 2015, 1422943078, -0.000, -0.001, 1.070, 21.605, 21.567, 21.704, -13.057, 0.100
Mon Feb  2 23:57:59 2015, 1422943079, -0.000, 4.818, -0.000, 21.585, 21.557, 21.684, -13.057, 0.100
Mon Feb  2 23:58:00 2015, 1422943080, 4.820, 4.818, -0.000, 21.580, 21.567, 21.667, -13.057, 0.100
Mon Feb  2 23:58:01 2015, 1422943081, 4.820, 4.818, -0.000, 21.588, 21.567, 21.667, -13.058, 0.100
Mon Feb  2 23:58:02 2015, 1422943082, -0.000, 4.818, -0.000, 21.588, 21.581, 21.648, -13.057, 0.100
Mon Feb  2 23:58:03 2015, 1422943083, -0.000, 4.818, -0.000, 21.587, 21.593, 21.630, -13.061, 0.100
Mon Feb  2 23:58:04 2015, 1422943084, -0.000, -0.001, 4.822, 21.570, 21.591, 21.649, -13.063, 0.100
Mon Feb  2 23:58:05 2015, 1422943085, 4.820, -0.001, 4.822, 21.566, 21.571, 21.679, -13.063, 0.100
Mon Feb  2 23:58:06 2015, 1422943086, 4.820, 4.818, 4.822, 21.574, 21.558, 21.679, -13.067, 0.100
Mon Feb  2 23:58:07 2015, 1422943087, 4.820, 4.817, 4.822, 21.583, 21.558, 21.706, -13.072, 0.100
Mon Feb  2 23:58:08 2015, 1422943088, 4.820, 4.818, 4.822, 21.583, 21.575, 21.733, -13.075, 0.100
Mon Feb  2 23:58:09 2015, 1422943089, 4.820, 4.818, -0.000, 21.595, 21.594, 21.746, -13.071, 0.100
Mon Feb  2 23:58:10 2015, 1422943090, 4.820, 4.818, -0.000, 21.604, 21.610, 21.726, -13.067, 0.100
Mon Feb  2 23:58:11 2015, 1422943091, 4.820, 4.818, -0.000, 21.615, 21.626, 21.711, -13.067, 0.100
Mon Feb  2 23:58:12 2015, 1422943092, 4.820, 4.818, -0.000, 21.624, 21.644, 21.711, -13.071, 0.100
Mon Feb  2 23:58:13 2015, 1422943093, 4.820, -0.001, -0.000, 21.624, 21.644, 21.696, -13.069, 0.100
Mon Feb  2 23:58:14 2015, 1422943094, 4.820, -0.001, -0.000, 21.635, 21.648, 21.683, -13.067, 0.100
Mon Feb  2 23:58:15 2015, 1422943095, 4.820, -0.001, -0.000, 21.647, 21.634, 21.667, -13.066, 0.100
Mon Feb  2 23:58:16 2015, 1422943096, 4.820, -0.001, -0.000, 21.663, 21.619, 21.650, -13.066, 0.100
Mon Feb  2 23:58:17 2015, 1422943097, -0.000, -0.001, -0.000, 21.653, 21.601, 21.630, -13.066, 0.100
Mon Feb  2 23:58:18 2015, 1422943098, -0.000, 4.818, -0.000, 21.639, 21.601, 21.630, -13.070, 0.100
Mon Feb  2 23:58:19 2015, 1422943099, -0.000, 4.818, -0.000, 21.639, 21.580, 21.614, -13.077, 0.100
Mon Feb  2 23:58:20 2015, 1422943100, -0.000, 4.818, -0.000, 21.623, 21.592, 21.600, -13.082, 0.100
Mon Feb  2 23:58:21 2015, 1422943101, -0.000, 4.818, -0.000, 21.606, 21.606, 21.581, -13.085, 0.100
Mon Feb  2 23:58:22 2015, 1422943102, 4.820, 4.818, -0.000, 21.611, 21.624, 21.564, -13.085, 0.100
Mon Feb  2 23:58:23 2015, 1422943103, 4.820, -0.001, -0.000, 21.629, 21.635, 21.564, -13.087, 0.100
Mon Feb  2 23:58:24 2015, 1422943104, -0.000, -0.001, 4.822, 21.614, 21.635, 21.550, -13.086, 0.100
Mon Feb  2 23:58:25 2015, 1422943105, -0.000, 4.818, 4.822, 21.614, 21.619, 21.551, -13.088, 0.100
Mon Feb  2 23:58:26 2015, 1422943106, -0.000, 4.818, 4.822, 21.602, 21.607, 21.576, -13.087, 0.100
Mon Feb  2 23:58:27 2015, 1422943107, -0.000, 4.818, 4.822, 21.585, 21.615, 21.603, -13.089, 0.100
Mon Feb  2 23:58:28 2015, 1422943108, -0.000, 4.818, 4.822, 21.568, 21.628, 21.630, -13.089, 0.100
Mon Feb  2 23:58:29 2015, 1422943109, 4.820, 4.817, -0.000, 21.575, 21.643, 21.630, -13.099, 0.100
Mon Feb  2 23:58:30 2015, 1422943110, 4.820, -0.001, -0.000, 21.575, 21.643, 21.649, -13.098, 0.100
Mon Feb  2 23:58:31 2015, 1422943111, 4.820, -0.001, -0.000, 21.589, 21.655, 21.634, -13.094, 0.100
Mon Feb  2 23:58:32 2015, 1422943112, 4.820, -0.001, -0.000, 21.599, 21.639, 21.617, -13.102, 0.100
Mon Feb  2 23:58:33 2015, 1422943113, 4.820, 4.818, -0.000, 21.607, 21.626, 21.594, -13.109, 0.100
Mon Feb  2 23:58:34 2015, 1422943114, 4.820, 4.818, -0.000, 21.619, 21.643, 21.578, -13.109, 0.100
Mon Feb  2 23:58:35 2015, 1422943115, 4.820, -0.001, 4.822, 21.630, 21.643, 21.578, -13.104, 0.100
Mon Feb  2 23:58:36 2015, 1422943116, 4.820, -0.001, 4.822, 21.630, 21.651, 21.597, -13.108, 0.100
Mon Feb  2 23:58:37 2015, 1422943117, 4.820, -0.001, 4.822, 21.639, 21.633, 21.628, -13.112, 0.100
Mon Feb  2 23:58:38 2015, 1422943118, 4.820, 4.818, 4.822, 21.649, 21.620, 21.657, -13.115, 0.100
Mon Feb  2 23:58:39 2015, 1422943119, -0.000, 4.818, 4.822, 21.636, 21.627, 21.684, -13.115, 0.100
