timestamp, epochseconds, V1, V2, V3, C1, C2, C3, C4, Sun
Tue Feb  3 03:04:23 2015, 1422954263, 4.820, -0.001, 4.785, 21.629, 21.611, 21.617, -13.906, 0.101
Tue Feb  3 03:04:24 2015, 1422954264, 4.820, 4.818, -0.000, 21.638, 21.599, 21.599, -13.905, 0.101
Tue Feb  3 03:04:25 2015, 1422954265, 4.820, 4.818, -0.000, 21.647, 21.603, 21.599, -13.905, 0.100
Tue Feb  3 03:04:26 2015, 1422954266, -0.000, 4.818, 4.822, 21.648, 21.603, 21.582, -13.908, 0.100
Tue Feb  3 03:04:27 2015, 1422954267, -0.000, 4.818, 4.822, 21.648, 21.612, 21.605, -13.909, 0.101
Tue Feb  3 03:04:28 2015, 1422954268, -0.000, 4.818, 4.822, 21.628, 21.620, 21.631, -13.908, 0.101
Tue Feb  3 03:04:29 2015, 1422954269, -0.000, -0.001, -0.000, 21.619, 21.630, 21.636, -13.906, 0.101
Tue Feb  3 03:04:30 2015, 1422954270, -0.000, -0.001, -0.000, 21.603, 21.607, 21.613, -13.906, 0.101
Tue Feb  3 03:04:31 2015, 1422954271, 4.820, -0.001, 4.822, 21.593, 21.577, 21.613, -13.909, 0.100
Tue Feb  3 03:04:33 2015, 1422954273, 4.820, -0.001, 4.822, 21.601, 21.577, 21.619, -13.911, 0.100
Tue Feb  3 03:04:34 2015, 1422954274, -0.000, 4.818, 4.822, 21.601, 21.559, 21.648, -13.912, 0.100
Tue Feb  3 03:04:35 2015, 1422954275, -0.000, 4.818, -0.000, 21.602, 21.550, 21.662, -13.909, 0.100
Tue Feb  3 03:04:36 2015, 1422954276, -0.000, 4.818, -0.000, 21.585, 21.569, 21.645, -13.913, 0.100
Tue Feb  3 03:04:37 2015, 1422954277, 4.820, 4.818, 4.822, 21.576, 21.575, 21.637, -13.913, 0.101
Tue Feb  3 03:04:38 2015, 1422954278, 4.820, 4.818, 4.822, 21.582, 21.575, 21.637, -13.919, 0.100
Tue Feb  3 03:04:39 2015, 1422954279, 4.820, -0.001, 4.822, 21.582, 21.586, 21.667, -13.920, 0.100
Tue Feb  3 03:04:40 2015, 1422954280, 4.820, -0.001, 4.822, 21.594, 21.596, 21.703, -13.917, 0.100
Tue Feb  3 03:04:41 2015, 1422954281, 4.820, -0.001, 4.822, 21.606, 21.580, 21.733, -13.916, 0.100
Tue Feb  3 03:04:42 2015, 1422954282, -0.000, -0.001, 4.822, 21.601, 21.563, 21.769, -13.914, 0.100
Tue Feb  3 03:04:43 2015, 1422954283, -0.000, -0.001, -0.000, 21.588, 21.545, 21.769, -13.914, 0.100
Tue Feb  3 03:04:44 2015, 1422954284, -0.000, 4.818, -0.000, 21.568, 21.545, 21.758, -13.915, 0.100
Tue Feb  3 03:04:45 2015, 1422954285, -0.000, 4.818, -0.000, 21.568, 21.532, 21.739, -13.916, 0.100
Tue Feb  3 03:04:46 2015, 1422954286, 4.820, 4.818, -0.000, 21.553, 21.541, 21.729, -13.921, 0.100
Tue Feb  3 03:04:47 2015, 1422954287, 4.820, 4.818, -0.000, 21.546, 21.551, 21.714, -13.923, 0.100
Tue Feb  3 03:04:48 2015, 1422954288, 4.820, 4.818, -0.000, 21.554, 21.565, 21.697, -13.923, 0.100
Tue Feb  3 03:04:49 2015, 1422954289, 4.820, 4.818, -0.000, 21.567, 21.577, 21.697, -13.923, 0.101
Tue Feb  3 03:04:50 2015, 1422954290, 4.820, 4.818, -0.000, 21.574, 21.577, 21.683, -13.920, 0.100
Tue Feb  3 03:04:51 2015, 1422954291, 4.820, 4.818, -0.000, 21.574, 21.591, 21.670, -13.924, 0.100
Tue Feb  3 03:04:52 2015, 1422954292, 4.820, 4.818, -0.000, 21.582, 21.601, 21.656, -13.922, 0.100
Tue Feb  3 03:04:53 2015, 1422954293, 4.820, 4.818, -0.000, 21.589, 21.607, 21.640, -13.925, 0.100
Tue Feb  3 03:04:54 2015, 1422954294, 4.820, 4.818, -0.000, 21.599, 21.622, 21.622, -13.925, 0.100
Tue Feb  3 03:04:55 2015, 1422954295, 4.820, 4.818, 1.575, 21.607, 21.622, 21.622, -13.925, 0.100
Tue Feb  3 03:04:56 2015, 1422954296, 4.820, 1.167, 4.822, 21.607, 21.636, 21.610, -13.926, 0.100
Tue Feb  3 03:04:57 2015, 1422954297, 4.820, -0.001, 4.822, 21.616, 21.651, 21.642, -13.927, 0.100
Tue Feb  3 03:04:58 2015, 1422954298, 4.820, -0.001, 4.822, 21.628, 21.637, 21.679, -13.923, 0.100
Tue Feb  3 03:04:59 2015, 1422954299, -0.000, 2.445, -0.000, 21.622, 21.621, 21.664, -13.923, 0.100
Tue Feb  3 03:05:00 2015, 1422954300, -0.000, 4.818, -0.000, 21.606, 21.630, 21.664, -13.923, 0.100
Tue Feb  3 03:05:01 2015, 1422954301, 4.820, 2.414, -0.000, 21.608, 21.630, 21.647, -13.927, 0.100
Tue Feb  3 03:05:02 2015, 1422954302, 4.820, -0.001, -0.000, 21.608, 21.644, 21.628, -13.926, 0.100
Tue Feb  3 03:05:03 2015, 1422954303, 4.820, -0.001, -0.000, 21.619, 21.630, 21.612, -13.929, 0.100
Tue Feb  3 03:05:04 2015, 1422954304, 4.820, -0.001, 4.822, 21.625, 21.607, 21.621, -13.931, 0.100
Tue Feb  3 03:05:05 2015, 1422954305, 4.820, -0.001, 4.822, 21.638, 21.591, 21.654, -13.931, 0.100
Tue Feb  3 03:05:06 2015, 1422954306, -0.000, 0.098, -0.000, 21.629, 21.576, 21.654, -13.930, 0.100
Tue Feb  3 03:05:07 2015, 1422954307, -0.000, 4.818, -0.000, 21.612, 21.576, 21.663, -13.932, 0.100
Tue Feb  3 03:05:08 2015, 1422954308, 4.820, 4.818, -0.000, 21.612, 21.581, 21.643, -13.934, 0.100
Tue Feb  3 03:05:09 2015, 1422954309, 4.820, 4.818, -0.000, 21.618, 21.591, 21.626, -13.933, 0.100
Tue Feb  3 03:05:10 2015, 1422954310, 4.820, -0.001, -0.000, 21.633, 21.579, 21.611, -13.932, 0.100
Tue Feb  3 03:05:11 2015, 1422954311, -0.000, -0.001, 2.289, 21.617, 21.562, 21.595, -13.932, 0.100
Tue Feb  3 03:05:12 2015, 1422954312, -0.000, 4.818, 4.822, 21.601, 21.562, 21.595, -13.936, 0.100
Tue Feb  3 03:05:13 2015, 1422954313, 4.820, 4.818, 4.822, 21.601, 21.568, 21.621, -13.945, 0.100
Tue Feb  3 03:05:14 2015, 1422954314, 4.820, -0.001, 4.822, 21.609, 21.580, 21.651, -13.942, 0.100
Tue Feb  3 03:05:15 2015, 1422954315, 4.820, -0.001, 4.822, 21.620, 21.571, 21.684, -13.939, 0.100
Tue Feb  3 03:05:16 2015, 1422954316, -0.000, -0.001, 4.822, 21.609, 21.553, 21.712, -13.940, 0.100
Tue Feb  3 03:05:17 2015, 1422954317, -0.000, 4.818, -0.000, 21.593, 21.562, 21.712, -13.940, 0.100
Tue Feb  3 03:05:18 2015, 1422954318, 4.820, 4.818, -0.000, 21.604, 21.562, 21.701, -13.943, 0.100
Tue Feb  3 03:05:19 2015, 1422954319, 4.820, -0.001, -0.000, 21.604, 21.573, 21.686, -13.941, 0.100
Tue Feb  3 03:05:20 2015, 1422954320, 4.820, -0.001, -0.000, 21.614, 21.552, 21.669, -13.940, 0.100
Tue Feb  3 03:05:21 2015, 1422954321, 4.820, -0.001, -0.000, 21.624, 21.530, 21.654, -13.942, 0.100
Tue Feb  3 03:05:22 2015, 1422954322, 4.820, 4.818, -0.000, 21.635, 21.538, 21.636, -13.942, 0.100
Tue Feb  3 03:05:23 2015, 1422954323, 4.820, 4.818, -0.000, 21.644, 21.548, 21.636, -13.947, 0.100
Tue Feb  3 03:05:24 2015, 1422954324, 4.820, 4.818, -0.000, 21.654, 21.548, 21.619, -13.947, 0.100
Tue Feb  3 03:05:25 2015, 1422954325, -0.000, 4.818, -0.000, 21.654, 21.566, 21.605, -13.945, 0.100
Tue Feb  3 03:05:26 2015, 1422954326, 0.733, 4.818, -0.000, 21.645, 21.580, 21.589, -13.946, 0.100
Tue Feb  3 03:05:27 2015, 1422954327, 0.733, -0.001, 2.410, 21.629, 21.562, 21.576, -13.950, 0.100
Tue Feb  3 03:05:28 2015, 1422954328, 4.820, -0.001, 4.822, 21.636, 21.543, 21.600, -13.950, 0.100
Tue Feb  3 03:05:29 2015, 1422954329, 2.418, 4.818, 4.822, 21.645, 21.543, 21.600, -13.954, 0.100
Tue Feb  3 03:05:30 2015, 1422954330, -0.000, 4.818, -0.000, 21.645, 21.554, 21.627, -13.953, 0.100
Tue Feb  3 03:05:31 2015, 1422954331, 2.635, 4.818, -0.000, 21.634, 21.568, 21.618, -13.954, 0.100
Tue Feb  3 03:05:32 2015, 1422954332, 2.635, 4.818, -0.000, 21.620, 21.581, 21.596, -13.956, 0.100
Tue Feb  3 03:05:33 2015, 1422954333, 4.820, 4.818, -0.000, 21.630, 21.594, 21.577, -13.957, 0.100
Tue Feb  3 03:05:34 2015, 1422954334, 4.820, 4.818, -0.000, 21.641, 21.612, 21.577, -13.957, 0.100
Tue Feb  3 03:05:35 2015, 1422954335, 4.820, 4.818, 4.822, 21.648, 21.612, 21.559, -13.958, 0.100
Tue Feb  3 03:05:36 2015, 1422954336, -0.000, 4.818, 4.822, 21.648, 21.628, 21.566, -13.961, 0.100
Tue Feb  3 03:05:37 2015, 1422954337, -0.000, 4.818, 4.822, 21.659, 21.644, 21.598, -13.957, 0.100
Tue Feb  3 03:05:38 2015, 1422954338, -0.000, 4.818, -0.000, 21.645, 21.669, 21.610, -13.953, 0.100
Tue Feb  3 03:05:39 2015, 1422954339, 4.820, -0.001, -0.000, 21.637, 21.651, 21.588, -13.953, 0.100
Tue Feb  3 03:05:40 2015, 1422954340, 4.820, -0.001, 4.822, 21.645, 21.629, 21.588, -13.950, 0.100
Tue Feb  3 03:05:41 2015, 1422954341, 4.820, 4.818, 4.822, 21.652, 21.629, 21.579, -13.959, 0.100
Tue Feb  3 03:05:42 2015, 1422954342, 4.820, 4.818, 4.822, 21.652, 21.636, 21.602, -13.958, 0.100
Tue Feb  3 03:05:43 2015, 1422954343, -0.000, 4.818, 4.822, 21.663, 21.653, 21.631, -13.961, 0.100
Tue Feb  3 03:05:44 2015, 1422954344, -0.000, 4.818, 4.822, 21.674, 21.669, 21.661, -13.956, 0.100
Tue Feb  3 03:05:45 2015, 1422954345, -0.000, 4.818, 4.822, 21.658, 21.691, 21.693, -13.956, 0.100
Tue Feb  3 03:05:46 2015, 1422954346, -0.000, 4.818, -0.000, 21.645, 21.691, 21.693, -13.953, 0.100
Tue Feb  3 03:05:47 2015, 1422954347, -0.000, 4.818, -0.000, 21.645, 21.711, 21.679, -13.953, 0.100
Tue Feb  3 03:05:48 2015, 1422954348, -0.000, -0.001, -0.000, 21.634, 21.727, 21.660, -13.951, 0.100
Tue Feb  3 03:05:49 2015, 1422954349, -0.000, -0.001, 4.822, 21.615, 21.724, 21.679, -13.947, 0.100
Tue Feb  3 03:05:50 2015, 1422954350, -0.000, -0.001, 4.822, 21.600, 21.708, 21.712, -13.945, 0.100
Tue Feb  3 03:05:51 2015, 1422954351, 4.820, -0.001, -0.000, 21.590, 21.692, 21.712, -13.945, 0.100
Tue Feb  3 03:05:52 2015, 1422954352, 4.820, -0.001, -0.000, 21.602, 21.692, 21.714, -13.947, 0.101
Tue Feb  3 03:05:53 2015, 1422954353, 4.820, 4.818, -0.000, 21.602, 21.675, 21.696, -13.949, 0.100
Tue Feb  3 03:05:54 2015, 1422954354, 4.820, 4.818, -0.000, 21.607, 21.678, 21.681, -13.948, 0.100
Tue Feb  3 03:05:55 2015, 1422954355, 4.820, 4.818, -0.000, 21.618, 21.692, 21.668, -13.946, 0.100
Tue Feb  3 03:05:56 2015, 1422954356, 4.820, -0.001, -0.000, 21.630, 21.693, 21.651, -13.946, 0.100
Tue Feb  3 03:05:57 2015, 1422954357, 4.820, -0.001, -0.000, 21.643, 21.678, 21.651, -13.945, 0.101
Tue Feb  3 03:05:58 2015, 1422954358, 4.820, -0.000, 2.575, 21.648, 21.678, 21.635, -13.947, 0.101
Tue Feb  3 03:05:59 2015, 1422954359, 4.820, -0.001, 2.575, 21.648, 21.658, 21.626, -13.948, 0.100
Tue Feb  3 03:06:00 2015, 1422954360, -0.000, -0.001, 4.822, 21.659, 21.635, 21.654, -13.947, 0.101
Tue Feb  3 03:06:01 2015, 1422954361, -0.000, -0.001, 4.822, 21.660, 21.622, 21.691, -13.947, 0.101
Tue Feb  3 03:06:02 2015, 1422954362, -0.000, -0.001, -0.000, 21.649, 21.605, 21.679, -13.947, 0.101
Tue Feb  3 03:06:03 2015, 1422954363, 4.820, -0.001, -0.000, 21.639, 21.605, 21.679, -13.949, 0.101
Tue Feb  3 03:06:04 2015, 1422954364, 4.820, -0.001, -0.000, 21.639, 21.584, 21.659, -13.948, 0.101
Tue Feb  3 03:06:05 2015, 1422954365, 4.820, 4.818, -0.000, 21.651, 21.558, 21.641, -13.949, 0.100
Tue Feb  3 03:06:06 2015, 1422954366, 4.820, 4.818, -0.000, 21.659, 21.551, 21.623, -13.950, 0.101
Tue Feb  3 03:06:07 2015, 1422954367, 4.820, 4.818, -0.000, 21.668, 21.564, 21.608, -13.946, 0.101
Tue Feb  3 03:06:08 2015, 1422954368, -0.000, -0.001, -0.000, 21.673, 21.565, 21.608, -13.946, 0.101
Tue Feb  3 03:06:09 2015, 1422954369, -0.000, -0.001, 4.822, 21.655, 21.565, 21.598, -13.949, 0.100
Tue Feb  3 03:06:10 2015, 1422954370, -0.000, 4.818, 4.822, 21.655, 21.544, 21.598, -13.949, 0.100
Tue Feb  3 03:06:11 2015, 1422954371, -0.000, 4.818, 4.822, 21.636, 21.530, 21.627, -13.952, 0.101
Tue Feb  3 03:06:12 2015, 1422954372, -0.000, 4.818, -0.000, 21.623, 21.538, 21.644, -13.952, 0.100
Tue Feb  3 03:06:13 2015, 1422954373, 4.820, 4.818, -0.000, 21.619, 21.551, 21.626, -13.952, 0.100
Tue Feb  3 03:06:14 2015, 1422954374, 4.820, 4.818, -0.000, 21.632, 21.568, 21.626, -13.949, 0.101
Tue Feb  3 03:06:15 2015, 1422954375, -0.000, 4.818, -0.000, 21.627, 21.568, 21.611, -13.947, 0.100
Tue Feb  3 03:06:16 2015, 1422954376, -0.000, 4.818, -0.000, 21.627, 21.582, 21.594, -13.943, 0.101
Tue Feb  3 03:06:17 2015, 1422954377, -0.000, 4.818, -0.000, 21.609, 21.596, 21.573, -13.950, 0.101
Tue Feb  3 03:06:18 2015, 1422954378, -0.000, 4.818, 4.822, 21.593, 21.608, 21.597, -13.948, 0.101
Tue Feb  3 03:06:19 2015, 1422954379, -0.000, 4.818, 4.822, 21.574, 21.617, 21.629, -13.948, 0.101
Tue Feb  3 03:06:20 2015, 1422954380, 4.820, 4.818, 4.822, 21.571, 21.617, 21.629, -13.949, 0.101
Tue Feb  3 03:06:21 2015, 1422954381, 4.820, 4.818, 4.822, 21.571, 21.632, 21.657, -13.952, 0.101
Tue Feb  3 03:06:22 2015, 1422954382, 4.820, -0.001, 4.822, 21.580, 21.646, 21.685, -13.946, 0.101
Tue Feb  3 03:06:23 2015, 1422954383, 4.820, -0.001, -0.000, 21.593, 21.651, 21.690, -13.944, 0.101
Tue Feb  3 03:06:24 2015, 1422954384, 4.820, -0.001, -0.000, 21.602, 21.633, 21.670, -13.942, 0.101
Tue Feb  3 03:06:25 2015, 1422954385, 4.820, 4.818, 4.822, 21.608, 21.617, 21.670, -13.942, 0.101
Tue Feb  3 03:06:26 2015, 1422954386, 4.820, 4.818, 4.822, 21.615, 21.617, 21.668, -13.949, 0.101
Tue Feb  3 03:06:27 2015, 1422954387, 4.820, -0.001, -0.000, 21.615, 21.631, 21.700, -13.949, 0.101
Tue Feb  3 03:06:28 2015, 1422954388, 4.820, -0.001, -0.000, 21.626, 21.636, 21.721, -13.945, 0.100
Tue Feb  3 03:06:29 2015, 1422954389, 4.820, -0.001, -0.000, 21.639, 21.615, 21.709, -13.945, 0.101
Tue Feb  3 03:06:30 2015, 1422954390, 4.820, -0.001, -0.000, 21.649, 21.595, 21.690, -13.945, 0.101
Tue Feb  3 03:06:31 2015, 1422954391, 4.820, -0.001, -0.000, 21.655, 21.572, 21.690, -13.947, 0.101
Tue Feb  3 03:06:32 2015, 1422954392, 4.820, 4.818, -0.000, 21.668, 21.572, 21.671, -13.946, 0.100
Tue Feb  3 03:06:33 2015, 1422954393, 4.820, 4.818, -0.000, 21.668, 21.557, 21.652, -13.949, 0.100
Tue Feb  3 03:06:34 2015, 1422954394, -0.000, 4.818, 4.822, 21.677, 21.569, 21.684, -13.949, 0.101
Tue Feb  3 03:06:35 2015, 1422954395, -0.000, 4.818, 4.822, 21.666, 21.580, 21.717, -13.947, 0.101
Tue Feb  3 03:06:36 2015, 1422954396, -0.000, 4.818, -0.000, 21.654, 21.598, 21.712, -13.947, 0.101
Tue Feb  3 03:06:37 2015, 1422954397, -0.000, -0.001, -0.000, 21.638, 21.598, 21.712, -13.949, 0.101
Tue Feb  3 03:06:38 2015, 1422954398, -0.000, -0.001, -0.000, 21.638, 21.598, 21.695, -13.950, 0.101
Tue Feb  3 03:06:39 2015, 1422954399, 4.820, 4.818, -0.000, 21.621, 21.580, 21.681, -13.950, 0.100
Tue Feb  3 03:06:40 2015, 1422954400, 4.820, 4.818, -0.000, 21.628, 21.567, 21.659, -13.952, 0.100
Tue Feb  3 03:06:41 2015, 1422954401, 4.820, 4.818, 4.822, 21.637, 21.579, 21.666, -13.951, 0.100
Tue Feb  3 03:06:42 2015, 1422954402, -0.000, -0.001, 4.822, 21.629, 21.588, 21.666, -13.951, 0.100
Tue Feb  3 03:06:43 2015, 1422954403, -0.000, -0.001, -0.000, 21.612, 21.588, 21.701, -13.948, 0.100
Tue Feb  3 03:06:44 2015, 1422954404, 4.820, 4.818, -0.000, 21.612, 21.572, 21.718, -13.946, 0.100
Tue Feb  3 03:06:45 2015, 1422954405, 4.820, 4.818, -0.000, 21.615, 21.559, 21.698, -13.949, 0.100
Tue Feb  3 03:06:46 2015, 1422954406, 4.820, 4.818, -0.000, 21.627, 21.569, 21.683, -13.947, 0.100
Tue Feb  3 03:06:47 2015, 1422954407, 4.820, 4.818, -0.000, 21.634, 21.581, 21.665, -13.947, 0.100
Tue Feb  3 03:06:48 2015, 1422954408, 4.820, 4.818, -0.000, 21.646, 21.598, 21.665, -13.947, 0.100
Tue Feb  3 03:06:49 2015, 1422954409, -0.000, -0.001, -0.000, 21.636, 21.598, 21.657, -13.943, 0.101
Tue Feb  3 03:06:50 2015, 1422954410, -0.000, -0.001, -0.000, 21.636, 21.605, 21.640, -13.937, 0.100
Tue Feb  3 03:06:51 2015, 1422954411, 4.820, -0.001, -0.000, 21.619, 21.589, 21.620, -13.943, 0.101
Tue Feb  3 03:06:52 2015, 1422954412, 4.820, 4.818, 4.822, 21.623, 21.573, 21.643, -13.945, 0.101
Tue Feb  3 03:06:53 2015, 1422954413, 4.820, 4.818, 4.822, 21.633, 21.586, 21.673, -13.945, 0.100
Tue Feb  3 03:06:54 2015, 1422954414, -0.000, 4.818, -0.000, 21.622, 21.586, 21.673, -13.944, 0.100
Tue Feb  3 03:06:55 2015, 1422954415, -0.000, 4.818, -0.000, 21.622, 21.602, 21.677, -13.943, 0.100
Tue Feb  3 03:06:56 2015, 1422954416, -0.000, 4.818, -0.000, 21.607, 21.613, 21.657, -13.944, 0.100
Tue Feb  3 03:06:57 2015, 1422954417, -0.000, 4.818, 4.822, 21.587, 21.628, 21.661, -13.948, 0.100
Tue Feb  3 03:06:58 2015, 1422954418, 0.274, 4.818, 4.822, 21.571, 21.640, 21.689, -13.953, 0.100
Tue Feb  3 03:06:59 2015, 1422954419, 4.820, -0.001, -0.000, 21.581, 21.652, 21.689, -13.953, 0.100
Tue Feb  3 03:07:00 2015, 1422954420, 4.820, -0.001, -0.000, 21.591, 21.652, 21.705, -13.949, 0.101
Tue Feb  3 03:07:01 2015, 1422954421, 4.820, 4.818, -0.000, 21.591, 21.639, 21.691, -13.946, 0.100
Tue Feb  3 03:07:02 2015, 1422954422, 4.820, 4.818, -0.000, 21.600, 21.624, 21.667, -13.949, 0.100
Tue Feb  3 03:07:03 2015, 1422954423, 4.820, 4.818, -0.000, 21.607, 21.633, 21.652, -13.951, 0.100
Tue Feb  3 03:07:04 2015, 1422954424, 4.820, 4.818, -0.000, 21.615, 21.647, 21.638, -13.951, 0.100
Tue Feb  3 03:07:05 2015, 1422954425, 0.398, 4.818, 4.822, 21.623, 21.666, 21.638, -13.951, 0.100
Tue Feb  3 03:07:06 2015, 1422954426, -0.000, 0.590, 4.822, 21.609, 21.666, 21.666, -13.953, 0.100
Tue Feb  3 03:07:07 2015, 1422954427, 4.820, -0.001, 4.822, 21.609, 21.682, 21.702, -13.948, 0.100
Tue Feb  3 03:07:08 2015, 1422954428, 4.820, -0.001, -0.000, 21.597, 21.667, 21.690, -13.949, 0.100
Tue Feb  3 03:07:09 2015, 1422954429, 4.820, -0.001, -0.000, 21.606, 21.650, 21.676, -13.954, 0.100
Tue Feb  3 03:07:10 2015, 1422954430, 4.820, -0.001, -0.000, 21.615, 21.634, 21.658, -13.954, 0.100
Tue Feb  3 03:07:11 2015, 1422954431, 4.820, 2.408, -0.000, 21.622, 21.634, 21.658, -13.957, 0.100
Tue Feb  3 03:07:12 2015, 1422954432, -0.000, 4.818, -0.000, 21.622, 21.616, 21.637, -13.959, 0.100
Tue Feb  3 03:07:13 2015, 1422954433, -0.000, 2.749, -0.000, 21.629, 21.631, 21.622, -13.959, 0.101
Tue Feb  3 03:07:14 2015, 1422954434, -0.000, 2.749, -0.000, 21.615, 21.638, 21.606, -13.959, 0.100
Tue Feb  3 03:07:15 2015, 1422954435, 4.820, -0.001, -0.000, 21.601, 21.621, 21.591, -13.963, 0.100
Tue Feb  3 03:07:16 2015, 1422954436, 4.820, -0.001, -0.000, 21.607, 21.602, 21.591, -13.963, 0.100
Tue Feb  3 03:07:17 2015, 1422954437, 4.820, -0.001, -0.000, 21.620, 21.602, 21.572, -13.962, 0.100
Tue Feb  3 03:07:18 2015, 1422954438, 4.820, -0.000, -0.000, 21.620, 21.583, 21.556, -13.963, 0.100
Tue Feb  3 03:07:19 2015, 1422954439, -0.000, -0.000, -0.000, 21.629, 21.566, 21.535, -13.964, 0.100
Tue Feb  3 03:07:20 2015, 1422954440, -0.000, 4.818, -0.000, 21.631, 21.579, 21.518, -13.962, 0.100
Tue Feb  3 03:07:21 2015, 1422954441, -0.000, 4.818, -0.000, 21.616, 21.586, 21.499, -13.962, 0.100
Tue Feb  3 03:07:22 2015, 1422954442, 4.820, 4.818, -0.000, 21.606, 21.600, 21.499, -13.965, 0.100
Tue Feb  3 03:07:23 2015, 1422954443, 4.820, 4.818, 4.822, 21.617, 21.600, 21.477, -13.967, 0.100
Tue Feb  3 03:07:24 2015, 1422954444, 4.820, -0.001, 4.822, 21.617, 21.615, 21.495, -13.967, 0.100
Tue Feb  3 03:07:25 2015, 1422954445, 4.820, -0.001, 4.822, 21.626, 21.604, 21.519, -13.970, 0.100
Tue Feb  3 03:07:26 2015, 1422954446, 4.820, -0.001, 4.822, 21.634, 21.586, 21.542, -13.975, 0.100
Tue Feb  3 03:07:27 2015, 1422954447, -0.000, 4.818, 4.822, 21.640, 21.594, 21.571, -13.975, 0.100
Tue Feb  3 03:07:28 2015, 1422954448, -0.000, 4.818, -0.000, 21.624, 21.594, 21.571, -13.972, 0.100
Tue Feb  3 03:07:29 2015, 1422954449, 4.820, -0.001, -0.000, 21.624, 21.606, 21.575, -13.977, 0.100
Tue Feb  3 03:07:30 2015, 1422954450, 4.820, -0.001, -0.000, 21.617, 21.598, 21.553, -13.975, 0.101
Tue Feb  3 03:07:31 2015, 1422954451, 4.820, -0.001, 4.822, 21.628, 21.577, 21.545, -13.979, 0.100
Tue Feb  3 03:07:32 2015, 1422954452, -0.000, -0.001, 4.822, 21.627, 21.562, 21.572, -13.979, 0.100
Tue Feb  3 03:07:33 2015, 1422954453, -0.000, -0.001, -0.000, 21.613, 21.541, 21.572, -13.979, 0.101
Tue Feb  3 03:07:34 2015, 1422954454, 4.820, 4.818, -0.000, 21.608, 21.541, 21.594, -13.980, 0.100
Tue Feb  3 03:07:35 2015, 1422954455, 4.820, 4.818, -0.000, 21.608, 21.547, 21.573, -13.981, 0.100
Tue Feb  3 03:07:36 2015, 1422954456, 4.820, 4.818, -0.000, 21.616, 21.560, 21.554, -13.983, 0.101
Tue Feb  3 03:07:37 2015, 1422954457, 4.820, 4.818, 4.822, 21.626, 21.572, 21.580, -13.983, 0.101
Tue Feb  3 03:07:38 2015, 1422954458, 4.820, 4.818, 4.822, 21.635, 21.587, 21.612, -13.983, 0.101
Tue Feb  3 03:07:39 2015, 1422954459, -0.000, 4.818, -0.000, 21.639, 21.608, 21.612, -13.982, 0.101
Tue Feb  3 03:07:40 2015, 1422954460, -0.000, 4.818, -0.000, 21.624, 21.608, 21.606, -13.982, 0.101
Tue Feb  3 03:07:41 2015, 1422954461, 4.820, 4.818, -0.000, 21.624, 21.625, 21.582, -13.986, 0.101
Tue Feb  3 03:07:42 2015, 1422954462, 4.820, 4.818, -0.000, 21.618, 21.639, 21.566, -13.986, 0.101
Tue Feb  3 03:07:43 2015, 1422954463, 4.820, 4.818, -0.000, 21.626, 21.651, 21.550, -13.982, 0.101
Tue Feb  3 03:07:44 2015, 1422954464, -0.000, 4.818, 4.822, 21.625, 21.669, 21.550, -13.982, 0.101
Tue Feb  3 03:07:45 2015, 1422954465, -0.000, 4.818, 4.822, 21.608, 21.669, 21.550, -13.986, 0.101
Tue Feb  3 03:07:46 2015, 1422954466, -0.000, -0.001, 4.822, 21.608, 21.684, 21.582, -13.984, 0.100
Tue Feb  3 03:07:47 2015, 1422954467, -0.000, -0.001, 4.822, 21.595, 21.678, 21.611, -13.984, 0.100
Tue Feb  3 03:07:48 2015, 1422954468, -0.000, -0.001, 4.822, 21.577, 21.660, 21.639, -13.991, 0.100
Tue Feb  3 03:07:49 2015, 1422954469, 4.820, -0.001, 4.822, 21.576, 21.636, 21.667, -13.993, 0.100
Tue Feb  3 03:07:50 2015, 1422954470, 4.820, -0.001, 4.822, 21.582, 21.617, 21.667, -13.993, 0.100
Tue Feb  3 03:07:51 2015, 1422954471, 4.820, -0.001, 4.822, 21.594, 21.617, 21.697, -13.994, 0.100
Tue Feb  3 03:07:52 2015, 1422954472, 4.820, -0.001, -0.000, 21.594, 21.596, 21.725, -13.990, 0.100
Tue Feb  3 03:07:53 2015, 1422954473, 4.820, -0.001, -0.000, 21.606, 21.576, 21.708, -13.991, 0.100
Tue Feb  3 03:07:54 2015, 1422954474, 4.820, 4.818, -0.000, 21.610, 21.577, 21.693, -13.996, 0.100
Tue Feb  3 03:07:55 2015, 1422954475, 4.820, 4.818, -0.000, 21.621, 21.587, 21.679, -13.996, 0.100
Tue Feb  3 03:07:56 2015, 1422954476, 4.820, -0.001, -0.000, 21.631, 21.582, 21.679, -13.993, 0.100
Tue Feb  3 03:07:57 2015, 1422954477, 4.820, -0.001, 4.822, 21.640, 21.582, 21.663, -13.997, 0.100
Tue Feb  3 03:07:58 2015, 1422954478, 4.820, 4.818, 4.822, 21.640, 21.561, 21.679, -14.004, 0.100
Tue Feb  3 03:07:59 2015, 1422954479, 4.820, 4.818, 4.822, 21.648, 21.564, 21.710, -14.004, 0.100
Tue Feb  3 03:08:00 2015, 1422954480, 4.820, 4.818, -0.000, 21.664, 21.581, 21.728, -13.998, 0.100
Tue Feb  3 03:08:01 2015, 1422954481, -0.000, -0.001, -0.000, 21.661, 21.576, 21.711, -13.998, 0.101
