
datetime, epochseconds, L1, L2, L3, C1, C2, C3, C4, Sun, eventdensity
Thu Feb  5 14:00:00 2015, 1423166400, 357, 0, 208, 21.72233, 29.84701, 21.75049, -3.68969, 0.62234, 896/900
Thu Feb  5 14:15:00 2015, 1423167300, 354, 0, 211, 21.72443, 28.04712, 21.75051, -3.97771, 0.55820, 897/900
Thu Feb  5 14:30:00 2015, 1423168200, 378, 0, 218, 21.72465, 25.27836, 21.74465, -4.53529, 0.49548, 896/900
Thu Feb  5 14:45:00 2015, 1423169100, 368, 0, 208, 21.71525, 23.25273, 21.72833, -4.94731, 0.48713, 897/900
Thu Feb  5 15:00:00 2015, 1423170000, 375, 36, 220, 21.71247, 21.89974, 21.73507, -4.78294, 0.45066, 896/900
Thu Feb  5 15:15:00 2015, 1423170900, 381, 107, 226, 21.71175, 21.76972, 21.73146, -5.15524, 0.41256, 896/900
Thu Feb  5 15:30:00 2015, 1423171800, 390, 159, 221, 21.69956, 21.74232, 21.72669, -5.34765, 0.37041, 895/900
Thu Feb  5 15:45:00 2015, 1423172700, 408, 279, 236, 21.68517, 21.69935, 21.71346, -6.44532, 0.21896, 896/900
Thu Feb  5 16:00:00 2015, 1423173600, 437, 402, 260, 21.65423, 21.64864, 21.68395, -6.85506, 0.16275, 897/900
Thu Feb  5 16:15:00 2015, 1423174500, 447, 418, 270, 21.64162, 21.63964, 21.65998, -7.03393, 0.15553, 896/900
Thu Feb  5 16:30:00 2015, 1423175400, 466, 424, 274, 21.64209, 21.63828, 21.65704, -7.17407, 0.14391, 896/900
Thu Feb  5 16:45:00 2015, 1423176300, 473, 429, 263, 21.63963, 21.63043, 21.65715, -7.62075, 0.13546, 897/900
Thu Feb  5 17:00:00 2015, 1423177200, 480, 442, 275, 21.63425, 21.62508, 21.65564, -7.83885, 0.12767, 896/900
Thu Feb  5 17:15:00 2015, 1423178100, 489, 454, 281, 21.63069, 21.63442, 21.66406, -8.12232, 0.11629, 897/900
Thu Feb  5 17:30:00 2015, 1423179000, 493, 471, 284, 21.63125, 21.61840, 21.64960, -8.52108, 0.10404, 896/900
Thu Feb  5 17:45:00 2015, 1423179900, 501, 472, 289, 21.62622, 21.61582, 21.64934, -8.76565, 0.09942, 897/900
Thu Feb  5 18:00:00 2015, 1423180800, 506, 473, 289, 21.63141, 21.62324, 21.64997, -9.03478, 0.09839, 896/900
Thu Feb  5 18:15:00 2015, 1423181700, 506, 480, 291, 21.62775, 21.61429, 21.64987, -9.15939, 0.09825, 897/900
Thu Feb  5 18:30:00 2015, 1423182600, 515, 487, 307, 21.62539, 21.62235, 21.65019, -9.28150, 0.09831, 896/900
Thu Feb  5 18:45:00 2015, 1423183500, 517, 473, 295, 21.63308, 21.62481, 21.65312, -9.39391, 0.09868, 896/900
Thu Feb  5 19:00:00 2015, 1423184400, 511, 472, 295, 21.62874, 21.62052, 21.65161, -9.44277, 0.09889, 897/900
Thu Feb  5 19:15:00 2015, 1423185300, 514, 471, 301, 21.63293, 21.62523, 21.65715, -9.51553, 0.09883, 896/900
Thu Feb  5 19:30:00 2015, 1423186200, 511, 488, 291, 21.63155, 21.62871, 21.65674, -9.50752, 0.09889, 897/900
Thu Feb  5 19:45:00 2015, 1423187100, 507, 483, 290, 21.63939, 21.62403, 21.65345, -9.53839, 0.09899, 896/900
Thu Feb  5 20:00:00 2015, 1423188000, 513, 480, 298, 21.63108, 21.62647, 21.65263, -9.50593, 0.09900, 897/900
Thu Feb  5 20:15:00 2015, 1423188900, 514, 479, 295, 21.63282, 21.62884, 21.64855, -9.54521, 0.09900, 897/900
Thu Feb  5 20:30:00 2015, 1423189800, 511, 478, 294, 21.63746, 21.62821, 21.66022, -9.67341, 0.09893, 896/900
Thu Feb  5 20:45:00 2015, 1423190700, 506, 482, 303, 21.64184, 21.63494, 21.66095, -9.70524, 0.09892, 896/900
Thu Feb  5 21:00:00 2015, 1423191600, 487, 474, 291, 21.63516, 21.62549, 21.65670, -9.73976, 0.09900, 897/900
Thu Feb  5 21:15:00 2015, 1423192500, 508, 469, 284, 21.64011, 21.63097, 21.66716, -9.66095, 0.09900, 896/900
Thu Feb  5 21:30:00 2015, 1423193400, 498, 476, 293, 21.64000, 21.63443, 21.67332, -9.70268, 0.09899, 897/900
Thu Feb  5 21:45:00 2015, 1423194300, 501, 478, 291, 21.64286, 21.63967, 21.66992, -9.78860, 0.09900, 896/900
Thu Feb  5 22:00:00 2015, 1423195200, 510, 475, 292, 21.64282, 21.63927, 21.66273, -9.91385, 0.09897, 897/900
Thu Feb  5 22:15:00 2015, 1423196100, 498, 461, 301, 21.63813, 21.62807, 21.65111, -9.98845, 0.09887, 896/900
Thu Feb  5 22:30:00 2015, 1423197000, 518, 487, 297, 21.64167, 21.62556, 21.65813, -10.02653, 0.09900, 895/900
Thu Feb  5 22:45:00 2015, 1423197900, 502, 478, 299, 21.64592, 21.63283, 21.66278, -10.10114, 0.09898, 896/900
Thu Feb  5 23:00:00 2015, 1423198800, 498, 477, 309, 21.63113, 21.63154, 21.65785, -10.18038, 0.09898, 897/900
Thu Feb  5 23:15:00 2015, 1423199700, 511, 477, 304, 21.63671, 21.62428, 21.65619, -10.14731, 0.09900, 896/900
Thu Feb  5 23:30:00 2015, 1423200600, 505, 476, 294, 21.63703, 21.63679, 21.65828, -10.09848, 0.09878, 895/900
Thu Feb  5 23:45:00 2015, 1423201500, 498, 465, 292, 21.63540, 21.63176, 21.66444, -9.88436, 0.09891, 896/900
Fri Feb  6 00:00:00 2015, 1423202400, 506, 471, 289, 21.64021, 21.63037, 21.65389, -9.80996, 0.09884, 897/900
Fri Feb  6 00:15:00 2015, 1423203300, 345, 324, 214, 21.64323, 21.64378, 21.65159, -9.70251, 0.09871, 646/900
