
datetime, epochseconds, L1, L2, L3, C1, C2, C3, C4, Sun, eventdensity
Mon Jan 26 08:45:00 2015, 1422283500, 322, 277, 189, 21.63205, 21.63055, 21.65331, 2.00077, 0.13079, 897/900
Mon Jan 26 09:00:00 2015, 1422284400, 318, 279, 176, 21.63982, 21.64131, 21.65948, 2.35353, 0.14901, 896/900
Mon Jan 26 09:15:00 2015, 1422285300, 297, 266, 192, 21.63790, 21.64182, 21.64684, 2.67455, 0.16472, 897/900
Mon Jan 26 09:30:00 2015, 1422286200, 296, 252, 186, 21.63723, 21.64685, 21.65994, 2.97308, 0.17700, 897/900
Mon Jan 26 09:45:00 2015, 1422287100, 298, 249, 173, 21.64997, 21.64061, 21.66632, 3.23074, 0.18181, 895/900
Mon Jan 26 10:00:00 2015, 1422288000, 289, 240, 182, 21.65605, 21.66270, 21.66859, 3.61610, 0.18722, 896/900
Mon Jan 26 10:15:00 2015, 1422288900, 280, 195, 163, 21.66541, 21.67991, 21.68293, 4.55355, 0.25691, 895/900
Mon Jan 26 10:30:00 2015, 1422289800, 266, 91, 164, 21.69548, 22.10575, 21.71750, 5.09630, 0.36245, 897/900
Mon Jan 26 10:45:00 2015, 1422290700, 210, 0, 128, 21.80503, 25.86712, 21.82250, 5.41662, 0.50800, 896/900
Mon Jan 26 11:00:00 2015, 1422291600, 184, 0, 117, 21.91305, 29.56939, 21.92821, 5.97616, 0.46949, 897/900
Mon Jan 26 11:15:00 2015, 1422292500, 214, 0, 126, 21.84027, 24.67234, 21.86708, 5.50020, 0.38562, 896/900
Mon Jan 26 11:30:00 2015, 1422293400, 228, 56, 131, 21.81053, 22.00228, 21.82407, 6.14644, 0.36219, 897/900
Mon Jan 26 11:45:00 2015, 1422294300, 219, 5, 140, 21.81084, 27.08112, 21.83498, 5.70841, 0.50211, 896/900
Mon Jan 26 12:00:00 2015, 1422295200, 197, 0, 117, 21.89779, 36.93690, 21.92523, 5.99096, 0.54741, 896/900
Mon Jan 26 12:15:00 2015, 1422296100, 192, 0, 119, 21.93180, 40.61787, 21.96232, 6.20738, 0.56377, 896/900
Mon Jan 26 12:30:00 2015, 1422297000, 198, 0, 120, 21.94608, 43.23183, 21.98531, 6.23696, 0.56933, 897/900
Mon Jan 26 12:45:00 2015, 1422297900, 185, 0, 115, 21.93715, 45.55007, 21.95698, 6.56667, 0.57915, 896/900
Mon Jan 26 13:00:00 2015, 1422298800, 191, 0, 104, 21.97355, 46.24547, 22.00083, 6.84401, 0.57162, 896/900
Mon Jan 26 13:15:00 2015, 1422299700, 171, 0, 99, 21.98700, 45.90698, 22.01101, 7.13018, 0.55415, 897/900
Mon Jan 26 13:30:00 2015, 1422300600, 169, 0, 95, 22.00707, 44.58510, 22.03111, 7.55755, 0.53673, 895/900
Mon Jan 26 13:45:00 2015, 1422301500, 164, 0, 86, 22.01464, 41.44936, 22.04389, 7.89093, 0.50819, 896/900
Mon Jan 26 14:00:00 2015, 1422302400, 167, 0, 98, 21.98196, 37.03068, 22.01362, 7.62854, 0.47002, 896/900
Mon Jan 26 14:15:00 2015, 1422303300, 178, 0, 96, 21.97449, 34.66972, 21.99450, 7.37399, 0.42725, 896/900
Mon Jan 26 14:30:00 2015, 1422304200, 169, 0, 94, 22.01149, 35.18944, 22.02609, 7.92660, 0.48823, 897/900
Mon Jan 26 14:45:00 2015, 1422305100, 163, 0, 88, 22.02925, 35.21224, 22.05831, 8.08939, 0.46025, 897/900
Mon Jan 26 15:00:00 2015, 1422306000, 154, 0, 90, 22.05649, 34.51551, 22.08505, 8.51207, 0.47241, 896/900
Mon Jan 26 15:15:00 2015, 1422306900, 161, 0, 94, 22.06245, 32.71148, 22.08816, 7.88151, 0.39192, 897/900
Mon Jan 26 15:30:00 2015, 1422307800, 195, 0, 101, 22.01802, 29.42825, 22.05175, 6.90999, 0.31156, 896/900
Mon Jan 26 15:45:00 2015, 1422308700, 219, 90, 117, 21.88536, 23.06401, 21.90594, 6.60410, 0.16688, 897/900
Mon Jan 26 16:00:00 2015, 1422309600, 256, 195, 151, 21.77527, 21.78224, 21.80277, 6.33461, 0.14094, 896/900
Mon Jan 26 16:15:00 2015, 1422310500, 254, 219, 147, 21.73791, 21.74719, 21.76482, 6.29815, 0.15202, 897/900
Mon Jan 26 16:30:00 2015, 1422311400, 252, 219, 145, 21.71829, 21.72525, 21.74509, 6.11577, 0.13579, 896/900
Mon Jan 26 16:45:00 2015, 1422312300, 253, 236, 152, 21.70822, 21.70881, 21.72627, 5.78229, 0.11128, 897/900
Mon Jan 26 17:00:00 2015, 1422313200, 266, 231, 167, 21.68877, 21.69120, 21.70132, 5.58784, 0.10367, 896/900
Mon Jan 26 17:15:00 2015, 1422314100, 275, 249, 155, 21.67832, 21.68278, 21.69492, 5.40987, 0.09715, 897/900
Mon Jan 26 17:30:00 2015, 1422315000, 274, 261, 171, 21.65440, 21.65622, 21.68060, 5.24859, 0.09343, 896/900
Mon Jan 26 17:45:00 2015, 1422315900, 282, 251, 156, 21.65291, 21.65406, 21.68010, 5.22855, 0.09278, 896/900
Mon Jan 26 18:00:00 2015, 1422316800, 273, 251, 165, 21.65211, 21.64903, 21.66691, 5.15007, 0.09256, 896/900
Mon Jan 26 18:15:00 2015, 1422317700, 283, 260, 164, 21.65422, 21.65012, 21.67980, 5.08139, 0.09291, 897/900
Mon Jan 26 18:30:00 2015, 1422318600, 275, 261, 163, 21.65269, 21.64892, 21.67325, 4.92807, 0.09294, 896/900
Mon Jan 26 18:45:00 2015, 1422319500, 296, 266, 167, 21.64826, 21.64966, 21.67571, 4.38251, 0.09270, 897/900
Mon Jan 26 19:00:00 2015, 1422320400, 300, 275, 168, 21.64252, 21.64173, 21.66737, 4.16677, 0.09292, 896/900
Mon Jan 26 19:15:00 2015, 1422321300, 293, 262, 174, 21.64324, 21.64531, 21.65889, 4.26006, 0.09293, 897/900
Mon Jan 26 19:30:00 2015, 1422322200, 295, 267, 176, 21.64665, 21.65454, 21.67230, 4.15251, 0.09299, 896/900
Mon Jan 26 19:45:00 2015, 1422323100, 290, 267, 166, 21.64997, 21.64619, 21.66758, 4.03916, 0.09294, 896/900
Mon Jan 26 20:00:00 2015, 1422324000, 292, 262, 186, 21.65114, 21.63985, 21.67905, 3.89843, 0.09298, 897/900
Mon Jan 26 20:15:00 2015, 1422324900, 287, 272, 166, 21.65233, 21.64362, 21.66818, 3.84247, 0.09294, 896/900
Mon Jan 26 20:30:00 2015, 1422325800, 289, 268, 174, 21.64515, 21.64450, 21.65747, 3.82375, 0.09300, 897/900
Mon Jan 26 20:45:00 2015, 1422326700, 300, 270, 170, 21.64697, 21.65076, 21.66942, 3.76157, 0.09300, 896/900
Mon Jan 26 21:00:00 2015, 1422327600, 296, 266, 177, 21.64329, 21.65596, 21.67425, 3.68457, 0.09300, 897/900
Mon Jan 26 21:15:00 2015, 1422328500, 292, 277, 175, 21.64205, 21.63918, 21.65040, 3.54459, 0.09300, 896/900
Mon Jan 26 21:30:00 2015, 1422329400, 294, 274, 175, 21.63924, 21.63923, 21.66846, 3.40579, 0.09300, 897/900
Mon Jan 26 21:45:00 2015, 1422330300, 304, 273, 167, 21.63912, 21.63333, 21.66165, 3.31764, 0.09300, 897/900
Mon Jan 26 22:00:00 2015, 1422331200, 304, 273, 176, 21.63084, 21.63220, 21.66438, 3.18393, 0.09300, 896/900
Mon Jan 26 22:15:00 2015, 1422332100, 296, 279, 179, 21.64148, 21.63996, 21.66396, 3.09022, 0.09300, 896/900
Mon Jan 26 22:30:00 2015, 1422333000, 303, 289, 182, 21.62999, 21.63224, 21.65576, 2.98442, 0.09300, 896/900
Mon Jan 26 22:45:00 2015, 1422333900, 321, 282, 183, 21.63044, 21.63000, 21.65685, 2.90026, 0.09301, 896/900
Mon Jan 26 23:00:00 2015, 1422334800, 309, 287, 180, 21.63314, 21.62628, 21.64847, 2.90266, 0.09303, 896/900
Mon Jan 26 23:15:00 2015, 1422335700, 297, 278, 181, 21.62827, 21.62434, 21.64361, 2.86167, 0.09310, 897/900
Mon Jan 26 23:30:00 2015, 1422336600, 310, 278, 181, 21.62248, 21.62026, 21.64669, 2.83509, 0.09302, 896/900
Mon Jan 26 23:45:00 2015, 1422337500, 303, 288, 183, 21.62548, 21.62155, 21.64061, 2.76617, 0.09303, 896/900
Tue Jan 27 00:00:00 2015, 1422338400, 310, 277, 190, 21.62606, 21.62425, 21.64576, 2.68996, 0.09330, 896/900
Tue Jan 27 00:15:00 2015, 1422339300, 228, 220, 133, 21.60552, 21.60458, 21.63473, 2.63824, 0.09317, 650/900
