
datetime, epochseconds, L1, L2, L3, C1, C2, C3, C4, Sun, eventdensity
Sat Feb  7 15:00:00 2015, 1423342800, 218, 0, 111, 21.92861, 25.12329, 21.96274, 6.09756, 0.41696, 897/900
Sat Feb  7 15:15:00 2015, 1423343700, 244, 69, 137, 21.87064, 22.01340, 21.89253, 5.11359, 0.29901, 896/900
Sat Feb  7 15:30:00 2015, 1423344600, 248, 109, 140, 21.83648, 21.87768, 21.84462, 5.65688, 0.31692, 897/900
Sat Feb  7 15:45:00 2015, 1423345500, 255, 139, 127, 21.80509, 21.86255, 21.82628, 5.45380, 0.30533, 896/900
Sat Feb  7 16:00:00 2015, 1423346400, 278, 204, 155, 21.75900, 21.77197, 21.77872, 4.89619, 0.23939, 895/900
Sat Feb  7 16:15:00 2015, 1423347300, 287, 221, 167, 21.74952, 21.75632, 21.76736, 4.48017, 0.19146, 896/900
Sat Feb  7 16:30:00 2015, 1423348200, 290, 236, 167, 21.73367, 21.74118, 21.75269, 3.80871, 0.16354, 897/900
Sat Feb  7 16:45:00 2015, 1423349100, 285, 235, 172, 21.73056, 21.73100, 21.74842, 3.65747, 0.16646, 896/900
Sat Feb  7 17:00:00 2015, 1423350000, 306, 251, 177, 21.72397, 21.73186, 21.74375, 2.70479, 0.14348, 897/900
Sat Feb  7 17:15:00 2015, 1423350900, 317, 283, 184, 21.71516, 21.71420, 21.73784, 1.80337, 0.11532, 896/900
Sat Feb  7 17:30:00 2015, 1423351800, 327, 291, 191, 21.68908, 21.69501, 21.71739, 0.89873, 0.09991, 897/900
Sat Feb  7 17:45:00 2015, 1423352700, 331, 307, 190, 21.68841, 21.68583, 21.70623, 0.19013, 0.09531, 896/900
Sat Feb  7 18:00:00 2015, 1423353600, 343, 317, 200, 21.67274, 21.67177, 21.68492, -0.42202, 0.09384, 897/900
Sat Feb  7 18:15:00 2015, 1423354500, 365, 312, 203, 21.66408, 21.65584, 21.67280, -0.69435, 0.09399, 896/900
Sat Feb  7 18:30:00 2015, 1423355400, 359, 316, 213, 21.64520, 21.64755, 21.65823, -0.81914, 0.09401, 895/900
Sat Feb  7 18:45:00 2015, 1423356300, 355, 323, 212, 21.64640, 21.64636, 21.66690, -1.08840, 0.09401, 896/900
Sat Feb  7 19:00:00 2015, 1423357200, 353, 315, 208, 21.65175, 21.65416, 21.66567, -0.71436, 0.09467, 897/900
Sat Feb  7 19:15:00 2015, 1423358100, 344, 309, 212, 21.65236, 21.65065, 21.66953, -0.28392, 0.09464, 896/900
Sat Feb  7 19:30:00 2015, 1423359000, 333, 300, 207, 21.66190, 21.66472, 21.68245, -0.30106, 0.09400, 897/900
Sat Feb  7 19:45:00 2015, 1423359900, 330, 303, 197, 21.67319, 21.66310, 21.67936, -0.26924, 0.09403, 894/900
Sat Feb  7 20:00:00 2015, 1423360800, 327, 313, 211, 21.66241, 21.65700, 21.68835, 0.27738, 0.09443, 897/900
Sat Feb  7 20:15:00 2015, 1423361700, 351, 296, 204, 21.65946, 21.66470, 21.68313, -0.39663, 0.09401, 897/900
Sat Feb  7 20:30:00 2015, 1423362600, 342, 290, 202, 21.66473, 21.66417, 21.68184, -0.06704, 0.09400, 896/900
Sat Feb  7 20:45:00 2015, 1423363500, 327, 300, 194, 21.66948, 21.66311, 21.69016, 0.32991, 0.09400, 897/900
Sat Feb  7 21:00:00 2015, 1423364400, 335, 286, 207, 21.67608, 21.67593, 21.69654, -0.06520, 0.09400, 896/900
Sat Feb  7 21:15:00 2015, 1423365300, 319, 300, 195, 21.68014, 21.67290, 21.69911, 0.03955, 0.09400, 897/900
Sat Feb  7 21:30:00 2015, 1423366200, 325, 289, 206, 21.67996, 21.67678, 21.70062, 0.04759, 0.09400, 896/900
Sat Feb  7 21:45:00 2015, 1423367100, 330, 301, 200, 21.67980, 21.68554, 21.69877, 0.03947, 0.09400, 897/900
Sat Feb  7 22:00:00 2015, 1423368000, 326, 289, 189, 21.68492, 21.68552, 21.70735, 0.16270, 0.09400, 896/900
Sat Feb  7 22:15:00 2015, 1423368900, 341, 303, 204, 21.67768, 21.67358, 21.70072, -0.04752, 0.09400, 896/900
Sat Feb  7 22:30:00 2015, 1423369800, 325, 300, 200, 21.66561, 21.66531, 21.68178, 0.21798, 0.09400, 897/900
Sat Feb  7 22:45:00 2015, 1423370700, 333, 296, 197, 21.66849, 21.67364, 21.70233, 0.45943, 0.09400, 896/900
Sat Feb  7 23:00:00 2015, 1423371600, 339, 296, 196, 21.67420, 21.67446, 21.69139, 0.45758, 0.09400, 897/900
Sat Feb  7 23:15:00 2015, 1423372500, 329, 312, 203, 21.67155, 21.67353, 21.68210, 0.55743, 0.09400, 896/900
Sat Feb  7 23:30:00 2015, 1423373400, 332, 309, 200, 21.66782, 21.66684, 21.68487, 0.46862, 0.09401, 897/900
Sat Feb  7 23:45:00 2015, 1423374300, 332, 295, 210, 21.66935, 21.66785, 21.68469, 0.51938, 0.09405, 896/900
Sun Feb  8 00:00:00 2015, 1423375200, 326, 283, 189, 21.67694, 21.66995, 21.70336, 0.73770, 0.09402, 897/900
Sun Feb  8 00:15:00 2015, 1423376100, 241, 201, 137, 21.67619, 21.67251, 21.70725, 0.83962, 0.09402, 643/900
