
datetime, epochseconds, L1, L2, L3, C1, C2, C3, C4, Sun, eventdensity
Mon Feb 23 06:45:00 2015, 1424695500, 702, 661, 417, 21.65035, 21.64058, 21.68564, -23.53670, 0.10529, 897/900
Mon Feb 23 07:00:00 2015, 1424696400, 690, 660, 429, 21.65579, 21.64796, 21.67590, -23.50286, 0.10769, 894/900
Mon Feb 23 07:15:00 2015, 1424697300, 690, 652, 417, 21.65409, 21.65082, 21.67139, -23.22987, 0.11459, 897/900
Mon Feb 23 07:30:00 2015, 1424698200, 690, 643, 410, 21.65319, 21.64239, 21.68038, -22.91498, 0.12467, 896/900
Mon Feb 23 07:45:00 2015, 1424699100, 689, 645, 436, 21.65718, 21.65751, 21.68282, -22.45613, 0.13409, 897/900
Mon Feb 23 08:00:00 2015, 1424700000, 686, 642, 401, 21.65465, 21.64554, 21.68082, -21.84698, 0.14256, 896/900
Mon Feb 23 08:15:00 2015, 1424700900, 680, 633, 406, 21.65524, 21.64012, 21.68421, -21.30086, 0.15176, 897/900
Mon Feb 23 08:30:00 2015, 1424701800, 669, 621, 394, 21.65698, 21.63956, 21.67361, -20.63229, 0.16557, 896/900
Mon Feb 23 08:45:00 2015, 1424702700, 660, 594, 397, 21.66402, 21.65118, 21.68082, -19.80742, 0.22831, 897/900
Mon Feb 23 09:00:00 2015, 1424703600, 626, 334, 367, 21.65593, 21.70267, 21.68632, -17.98528, 0.49970, 896/900
Mon Feb 23 09:15:00 2015, 1424704500, 545, 220, 317, 21.66570, 21.72725, 21.69695, -16.44082, 0.55044, 897/900
Mon Feb 23 09:30:00 2015, 1424705400, 499, 166, 302, 21.66835, 21.73335, 21.68717, -15.74135, 0.58841, 896/900
Mon Feb 23 09:45:00 2015, 1424706300, 469, 119, 297, 21.67172, 21.75114, 21.68852, -14.63635, 0.62268, 897/900
Mon Feb 23 10:00:00 2015, 1424707200, 461, 67, 278, 21.67368, 21.76495, 21.68708, -13.81607, 0.65591, 896/900
Mon Feb 23 10:15:00 2015, 1424708100, 446, 40, 265, 21.67639, 21.77237, 21.69633, -13.25004, 0.68963, 897/900
Mon Feb 23 10:30:00 2015, 1424709000, 438, 9, 257, 21.68325, 21.86619, 21.69421, -12.37172, 0.72259, 896/900
Mon Feb 23 10:45:00 2015, 1424709900, 419, 0, 269, 21.68549, 22.78986, 21.71639, -11.38948, 0.74877, 897/900
Mon Feb 23 11:00:00 2015, 1424710800, 406, 0, 248, 21.69431, 24.75153, 21.71078, -10.99601, 0.77290, 896/900
Mon Feb 23 11:15:00 2015, 1424711700, 400, 0, 248, 21.70415, 27.89750, 21.72205, -10.31351, 0.79180, 893/900
Mon Feb 23 11:30:00 2015, 1424712600, 403, 0, 243, 21.71069, 34.15662, 21.70636, -10.05241, 0.80783, 896/900
Mon Feb 23 11:45:00 2015, 1424713500, 394, 0, 251, 21.71045, 41.03734, 21.72337, -9.44455, 0.81961, 897/900
Mon Feb 23 12:00:00 2015, 1424714400, 396, 0, 241, 21.71896, 43.43234, 21.73545, -8.91801, 0.82915, 896/900
Mon Feb 23 12:15:00 2015, 1424715300, 389, 0, 233, 21.72477, 44.80731, 21.75119, -8.32137, 0.82947, 897/900
Mon Feb 23 12:30:00 2015, 1424716200, 386, 0, 229, 21.73017, 45.25365, 21.75637, -7.84553, 0.82704, 896/900
Mon Feb 23 12:45:00 2015, 1424717100, 367, 0, 220, 21.74062, 45.13776, 21.75899, -7.33664, 0.82013, 896/900
Mon Feb 23 13:00:00 2015, 1424718000, 379, 0, 219, 21.73908, 44.34732, 21.76095, -7.25687, 0.81283, 897/900
Mon Feb 23 13:15:00 2015, 1424718900, 381, 0, 233, 21.73532, 42.80157, 21.75820, -7.06873, 0.80350, 896/900
Mon Feb 23 13:30:00 2015, 1424719800, 376, 0, 225, 21.73059, 40.08262, 21.74054, -6.72628, 0.77485, 897/900
Mon Feb 23 13:45:00 2015, 1424720700, 373, 0, 220, 21.73387, 36.59874, 21.75316, -6.36666, 0.76214, 896/900
Mon Feb 23 14:00:00 2015, 1424721600, 374, 0, 223, 21.74233, 33.19879, 21.76096, -6.00540, 0.73370, 897/900
Mon Feb 23 14:15:00 2015, 1424722500, 363, 0, 220, 21.74286, 30.10148, 21.76211, -6.06612, 0.65596, 896/900
Mon Feb 23 14:30:00 2015, 1424723400, 387, 0, 217, 21.73639, 27.24992, 21.75209, -5.56586, 0.63905, 897/900
Mon Feb 23 14:45:00 2015, 1424724300, 387, 0, 220, 21.72873, 26.66913, 21.76526, -5.54435, 0.65338, 896/900
Mon Feb 23 15:00:00 2015, 1424725200, 354, 0, 208, 21.74657, 25.22318, 21.77152, -4.54323, 0.62515, 896/900
Mon Feb 23 15:15:00 2015, 1424726100, 355, 45, 204, 21.75739, 22.56627, 21.78236, -3.94460, 0.58008, 895/900
Mon Feb 23 15:30:00 2015, 1424727000, 381, 281, 220, 21.71898, 21.73263, 21.74215, -4.53991, 0.38045, 896/900
Mon Feb 23 15:45:00 2015, 1424727900, 429, 318, 255, 21.67228, 21.68067, 21.69444, -5.03621, 0.34102, 897/900
Mon Feb 23 16:00:00 2015, 1424728800, 431, 344, 259, 21.66863, 21.67084, 21.68759, -5.01383, 0.29910, 896/900
Mon Feb 23 16:15:00 2015, 1424729700, 439, 367, 255, 21.65413, 21.65891, 21.67851, -5.25632, 0.25964, 897/900
Mon Feb 23 16:30:00 2015, 1424730600, 437, 388, 262, 21.65271, 21.65577, 21.68221, -5.57164, 0.22741, 896/900
Mon Feb 23 16:45:00 2015, 1424731500, 443, 404, 266, 21.65373, 21.65462, 21.67119, -5.71276, 0.17292, 897/900
Mon Feb 23 17:00:00 2015, 1424732400, 448, 414, 269, 21.64812, 21.64812, 21.67300, -5.74480, 0.15485, 896/900
Mon Feb 23 17:15:00 2015, 1424733300, 462, 428, 263, 21.64678, 21.64289, 21.67275, -5.84707, 0.14528, 896/900
Mon Feb 23 17:30:00 2015, 1424734200, 460, 423, 267, 21.65252, 21.64736, 21.67005, -5.90609, 0.13241, 897/900
Mon Feb 23 17:45:00 2015, 1424735100, 459, 416, 268, 21.65609, 21.64127, 21.67210, -6.12602, 0.11660, 896/900
Mon Feb 23 18:00:00 2015, 1424736000, 475, 463, 276, 21.64143, 21.64159, 21.67388, -6.25765, 0.10246, 897/900
Mon Feb 23 18:15:00 2015, 1424736900, 464, 454, 281, 21.64177, 21.63274, 21.66622, -6.13080, 0.09829, 896/900
Mon Feb 23 18:30:00 2015, 1424737800, 471, 451, 269, 21.64589, 21.64136, 21.67145, -6.08915, 0.09800, 897/900
Mon Feb 23 18:45:00 2015, 1424738700, 470, 445, 272, 21.64655, 21.64041, 21.67619, -6.08105, 0.09800, 896/900
Mon Feb 23 19:00:00 2015, 1424739600, 463, 449, 258, 21.64912, 21.64145, 21.67669, -6.11682, 0.09798, 897/900
Mon Feb 23 19:15:00 2015, 1424740500, 468, 449, 263, 21.65099, 21.65155, 21.66715, -6.14140, 0.09798, 896/900
Mon Feb 23 19:30:00 2015, 1424741400, 462, 454, 267, 21.64722, 21.64696, 21.67069, -6.07824, 0.09799, 897/900
Mon Feb 23 19:45:00 2015, 1424742300, 462, 441, 271, 21.65195, 21.63955, 21.68403, -6.04762, 0.09799, 896/900
Mon Feb 23 20:00:00 2015, 1424743200, 464, 447, 284, 21.65016, 21.63641, 21.67088, -6.15195, 0.09800, 897/900
Mon Feb 23 20:15:00 2015, 1424744100, 463, 447, 270, 21.64786, 21.63693, 21.66532, -6.31046, 0.09800, 896/900
Mon Feb 23 20:30:00 2015, 1424745000, 465, 449, 282, 21.64708, 21.63743, 21.65641, -6.32223, 0.09800, 897/900
Mon Feb 23 20:45:00 2015, 1424745900, 466, 460, 270, 21.64408, 21.63506, 21.67370, -6.27030, 0.09800, 896/900
Mon Feb 23 21:00:00 2015, 1424746800, 474, 450, 260, 21.65143, 21.64106, 21.67047, -6.21504, 0.09800, 894/900
Mon Feb 23 21:15:00 2015, 1424747700, 467, 453, 259, 21.64932, 21.64482, 21.66662, -6.23065, 0.09800, 897/900
Mon Feb 23 21:30:00 2015, 1424748600, 475, 441, 270, 21.65415, 21.64501, 21.66169, -6.20841, 0.09800, 896/900
Mon Feb 23 21:45:00 2015, 1424749500, 465, 455, 274, 21.65015, 21.64598, 21.66443, -6.19142, 0.09800, 897/900
Mon Feb 23 22:00:00 2015, 1424750400, 460, 450, 273, 21.65168, 21.64483, 21.66609, -6.11136, 0.09800, 896/900
Mon Feb 23 22:15:00 2015, 1424751300, 470, 445, 270, 21.64903, 21.63568, 21.68023, -5.86291, 0.09800, 897/900
Mon Feb 23 22:30:00 2015, 1424752200, 471, 446, 265, 21.64326, 21.63540, 21.66684, -5.79876, 0.09800, 896/900
Mon Feb 23 22:45:00 2015, 1424753100, 458, 457, 274, 21.64737, 21.63841, 21.67653, -5.74895, 0.09800, 897/900
Mon Feb 23 23:00:00 2015, 1424754000, 460, 437, 263, 21.64904, 21.63772, 21.67732, -5.65170, 0.09798, 896/900
Mon Feb 23 23:15:00 2015, 1424754900, 461, 444, 267, 21.65002, 21.63637, 21.66132, -5.57476, 0.09798, 897/900
Mon Feb 23 23:30:00 2015, 1424755800, 454, 446, 274, 21.64379, 21.63494, 21.66421, -5.31750, 0.09793, 896/900
Mon Feb 23 23:45:00 2015, 1424756700, 454, 442, 258, 21.65256, 21.64203, 21.67318, -5.02802, 0.09774, 897/900
Tue Feb 24 00:00:00 2015, 1424757600, 441, 439, 253, 21.64591, 21.63810, 21.66088, -4.92075, 0.09723, 896/900
Tue Feb 24 00:15:00 2015, 1424758500, 327, 300, 187, 21.64588, 21.63777, 21.65969, -4.67724, 0.09704, 649/900
