
datetime, epochseconds, L1, L2, L3, C1, C2, C3, C4, Sun, eventdensity
Sat Feb 21 00:00:00 2015, 1424498400, 135, 113, 75, 21.67931, 21.67040, 21.70019, -4.60261, 0.09500, 297/900
Sat Feb 21 00:15:00 2015, 1424499300, 383, 352, 227, 21.67859, 21.67444, 21.69046, -4.49603, 0.09521, 897/900
Sat Feb 21 00:30:00 2015, 1424500200, 386, 356, 234, 21.67617, 21.67401, 21.69294, -4.31895, 0.09520, 896/900
Sat Feb 21 00:45:00 2015, 1424501100, 380, 346, 229, 21.67827, 21.67173, 21.69518, -4.37459, 0.09526, 897/900
Sat Feb 21 01:00:00 2015, 1424502000, 390, 360, 240, 21.67265, 21.67722, 21.69677, -3.73817, 0.09533, 896/900
Sat Feb 21 01:15:00 2015, 1424502900, 378, 348, 224, 21.67927, 21.67314, 21.69924, -3.37083, 0.09508, 896/900
Sat Feb 21 01:30:00 2015, 1424503800, 390, 344, 232, 21.67850, 21.68098, 21.70145, -3.15064, 0.09509, 897/900
Sat Feb 21 01:45:00 2015, 1424504700, 385, 343, 235, 21.68501, 21.67875, 21.70577, -3.37602, 0.09502, 896/900
Sat Feb 21 02:00:00 2015, 1424505600, 376, 340, 229, 21.67983, 21.68457, 21.69991, -3.24214, 0.09500, 897/900
Sat Feb 21 02:15:00 2015, 1424506500, 384, 358, 225, 21.68005, 21.68763, 21.70773, -3.10686, 0.09500, 896/900
Sat Feb 21 02:30:00 2015, 1424507400, 393, 346, 236, 21.68081, 21.68432, 21.70267, -2.93398, 0.09503, 896/900
Sat Feb 21 02:45:00 2015, 1424508300, 407, 363, 228, 21.67026, 21.67202, 21.69531, -2.97357, 0.09524, 897/900
Sat Feb 21 03:00:00 2015, 1424509200, 395, 362, 241, 21.65830, 21.65824, 21.69027, -2.94924, 0.09558, 896/900
Sat Feb 21 03:15:00 2015, 1424510100, 402, 367, 239, 21.65924, 21.65544, 21.67806, -3.09498, 0.09589, 897/900
Sat Feb 21 03:30:00 2015, 1424511000, 402, 355, 234, 21.65314, 21.65030, 21.67841, -3.23055, 0.09599, 896/900
Sat Feb 21 03:45:00 2015, 1424511900, 408, 364, 237, 21.64870, 21.65327, 21.67074, -3.34544, 0.09594, 897/900
Sat Feb 21 04:00:00 2015, 1424512800, 414, 368, 228, 21.65601, 21.66273, 21.67809, -3.45601, 0.09599, 896/900
Sat Feb 21 04:15:00 2015, 1424513700, 403, 357, 250, 21.65653, 21.65540, 21.67493, -3.51455, 0.09599, 897/900
Sat Feb 21 04:30:00 2015, 1424514600, 412, 373, 243, 21.64810, 21.65074, 21.66975, -3.51288, 0.09597, 896/900
Sat Feb 21 04:45:00 2015, 1424515500, 412, 386, 252, 21.65085, 21.64102, 21.67098, -3.51398, 0.09599, 897/900
Sat Feb 21 05:00:00 2015, 1424516400, 414, 387, 242, 21.65005, 21.64502, 21.67775, -3.74109, 0.09600, 896/900
Sat Feb 21 05:15:00 2015, 1424517300, 412, 377, 243, 21.64206, 21.64496, 21.65977, -3.92292, 0.09600, 897/900
Sat Feb 21 05:30:00 2015, 1424518200, 418, 365, 241, 21.64241, 21.64527, 21.67369, -4.06610, 0.09600, 896/900
Sat Feb 21 05:45:00 2015, 1424519100, 418, 389, 237, 21.64101, 21.63789, 21.65992, -4.24846, 0.09600, 897/900
Sat Feb 21 06:00:00 2015, 1424520000, 427, 384, 252, 21.64468, 21.63982, 21.66070, -4.48134, 0.09601, 896/900
Sat Feb 21 06:15:00 2015, 1424520900, 429, 381, 246, 21.65070, 21.64264, 21.67470, -4.68352, 0.09606, 897/900
Sat Feb 21 06:30:00 2015, 1424521800, 426, 392, 263, 21.65372, 21.65185, 21.68100, -4.87426, 0.09604, 896/900
Sat Feb 21 06:45:00 2015, 1424522700, 423, 395, 247, 21.64236, 21.64238, 21.65620, -5.17732, 0.09646, 897/900
Sat Feb 21 07:00:00 2015, 1424523600, 426, 394, 256, 21.64212, 21.64313, 21.66636, -5.45601, 0.09723, 896/900
Sat Feb 21 07:15:00 2015, 1424524500, 436, 408, 251, 21.64899, 21.64483, 21.66801, -5.69314, 0.09953, 896/900
Sat Feb 21 07:30:00 2015, 1424525400, 430, 388, 261, 21.64878, 21.64060, 21.67095, -5.69495, 0.10465, 897/900
Sat Feb 21 07:45:00 2015, 1424526300, 441, 406, 248, 21.64424, 21.64201, 21.66070, -5.67332, 0.10947, 896/900
Sat Feb 21 08:00:00 2015, 1424527200, 445, 402, 255, 21.63907, 21.64645, 21.65744, -5.67274, 0.11832, 897/900
Sat Feb 21 08:15:00 2015, 1424528100, 446, 397, 261, 21.64317, 21.63812, 21.65805, -5.60856, 0.13008, 896/900
Sat Feb 21 08:30:00 2015, 1424529000, 438, 383, 251, 21.63899, 21.64429, 21.66223, -5.41836, 0.14581, 897/900
Sat Feb 21 08:45:00 2015, 1424529900, 432, 382, 260, 21.64058, 21.63998, 21.66276, -5.55814, 0.16954, 896/900
Sat Feb 21 09:00:00 2015, 1424530800, 449, 383, 261, 21.64226, 21.64759, 21.66089, -5.56047, 0.18775, 897/900
Sat Feb 21 09:15:00 2015, 1424531700, 427, 364, 251, 21.64368, 21.65007, 21.66284, -5.30667, 0.21330, 896/900
Sat Feb 21 09:30:00 2015, 1424532600, 432, 365, 251, 21.64688, 21.65170, 21.66914, -5.27723, 0.21967, 896/900
Sat Feb 21 09:45:00 2015, 1424533500, 428, 358, 251, 21.64314, 21.65285, 21.66991, -5.16523, 0.23831, 897/900
Sat Feb 21 10:00:00 2015, 1424534400, 416, 276, 254, 21.64839, 21.67576, 21.67478, -4.04230, 0.38854, 896/900
Sat Feb 21 10:15:00 2015, 1424535300, 402, 247, 231, 21.66079, 21.68559, 21.66605, -3.40318, 0.44025, 897/900
Sat Feb 21 10:30:00 2015, 1424536200, 391, 263, 236, 21.66939, 21.67984, 21.69652, -3.83561, 0.41008, 896/900
Sat Feb 21 10:45:00 2015, 1424537100, 405, 296, 234, 21.66139, 21.67294, 21.68405, -4.40589, 0.36013, 897/900
Sat Feb 21 11:00:00 2015, 1424538000, 407, 160, 242, 21.65516, 21.71559, 21.68645, -4.57671, 0.46279, 896/900
Sat Feb 21 11:15:00 2015, 1424538900, 382, 35, 226, 21.68005, 23.07950, 21.70655, -3.96565, 0.61238, 897/900
Sat Feb 21 11:30:00 2015, 1424539800, 346, 0, 203, 21.71327, 28.95516, 21.74038, -3.79989, 0.69800, 896/900
Sat Feb 21 11:45:00 2015, 1424540700, 340, 0, 212, 21.73164, 36.13103, 21.75641, -3.37378, 0.74416, 896/900
Sat Feb 21 12:00:00 2015, 1424541600, 335, 0, 192, 21.73000, 27.87886, 21.74733, -2.97995, 0.57619, 897/900
