
datetime, epochseconds, L1, L2, L3, C1, C2, C3, C4, Sun, eventdensity
Wed Feb 18 07:45:00 2015, 1424267100, 681, 651, 403, 21.63635, 21.61860, 21.67759, -21.14714, 0.13691, 896/900
Wed Feb 18 08:00:00 2015, 1424268000, 680, 637, 405, 21.63494, 21.62781, 21.65786, -21.03899, 0.14768, 897/900
Wed Feb 18 08:15:00 2015, 1424268900, 671, 618, 389, 21.64906, 21.63104, 21.67872, -20.85670, 0.15995, 896/900
Wed Feb 18 08:30:00 2015, 1424269800, 679, 620, 394, 21.64535, 21.62731, 21.67540, -20.73939, 0.16763, 897/900
Wed Feb 18 08:45:00 2015, 1424270700, 665, 585, 394, 21.64878, 21.63600, 21.67678, -20.46027, 0.21036, 896/900
Wed Feb 18 09:00:00 2015, 1424271600, 652, 434, 377, 21.65074, 21.66862, 21.67407, -19.91321, 0.38109, 897/900
Wed Feb 18 09:15:00 2015, 1424272500, 603, 318, 364, 21.64164, 21.69726, 21.66775, -19.11293, 0.46005, 896/900
Wed Feb 18 09:30:00 2015, 1424273400, 570, 267, 334, 21.65195, 21.70672, 21.66969, -18.94122, 0.51725, 897/900
Wed Feb 18 09:45:00 2015, 1424274300, 560, 207, 340, 21.64389, 21.72021, 21.68153, -18.58362, 0.56221, 896/900
Wed Feb 18 10:00:00 2015, 1424275200, 555, 189, 323, 21.64601, 21.71657, 21.66955, -18.43416, 0.59771, 897/900
Wed Feb 18 10:15:00 2015, 1424276100, 543, 138, 328, 21.64937, 21.72915, 21.67008, -17.90515, 0.63569, 896/900
Wed Feb 18 10:30:00 2015, 1424277000, 538, 108, 324, 21.65515, 21.74904, 21.66525, -17.54308, 0.66865, 897/900
Wed Feb 18 10:45:00 2015, 1424277900, 521, 94, 330, 21.65355, 21.74688, 21.68281, -17.48928, 0.68464, 896/900
Wed Feb 18 11:00:00 2015, 1424278800, 540, 77, 320, 21.65384, 21.77692, 21.66599, -17.11266, 0.69987, 897/900
Wed Feb 18 11:15:00 2015, 1424279700, 509, 2, 312, 21.65177, 22.23029, 21.67414, -16.52192, 0.73988, 896/900
Wed Feb 18 11:30:00 2015, 1424280600, 510, 0, 299, 21.65838, 25.59346, 21.67039, -16.24180, 0.71773, 897/900
Wed Feb 18 11:45:00 2015, 1424281500, 511, 0, 312, 21.65250, 29.97918, 21.67984, -16.24232, 0.75687, 896/900
Wed Feb 18 12:00:00 2015, 1424282400, 529, 0, 314, 21.65859, 31.98562, 21.68272, -16.13465, 0.76217, 895/900
Wed Feb 18 12:15:00 2015, 1424283300, 499, 0, 306, 21.66298, 33.62583, 21.67338, -15.87427, 0.76947, 894/900
Wed Feb 18 12:30:00 2015, 1424284200, 523, 0, 292, 21.66053, 32.70892, 21.67275, -15.61296, 0.75838, 894/900
Wed Feb 18 12:45:00 2015, 1424285100, 521, 0, 311, 21.65382, 27.04424, 21.67892, -15.90169, 0.64654, 896/900
Wed Feb 18 13:00:00 2015, 1424286000, 530, 0, 310, 21.65443, 26.83024, 21.67863, -15.45794, 0.71767, 897/900
Wed Feb 18 13:15:00 2015, 1424286900, 498, 0, 308, 21.66187, 27.74711, 21.68183, -14.78475, 0.70950, 896/900
Wed Feb 18 13:30:00 2015, 1424287800, 507, 0, 298, 21.66263, 27.19339, 21.67973, -15.33570, 0.73791, 897/900
Wed Feb 18 13:45:00 2015, 1424288700, 504, 41, 305, 21.66036, 24.25974, 21.66575, -15.02748, 0.66176, 896/900
Wed Feb 18 14:00:00 2015, 1424289600, 528, 184, 300, 21.65418, 21.79580, 21.67867, -15.36267, 0.53735, 895/900
Wed Feb 18 14:15:00 2015, 1424290500, 525, 119, 307, 21.65575, 21.75500, 21.67614, -15.05515, 0.62049, 896/900
Wed Feb 18 14:30:00 2015, 1424291400, 512, 197, 309, 21.65455, 21.74813, 21.67746, -14.83901, 0.54419, 895/900
Wed Feb 18 14:45:00 2015, 1424292300, 531, 286, 305, 21.65783, 21.69513, 21.68570, -15.05705, 0.47798, 896/900
Wed Feb 18 15:00:00 2015, 1424293200, 536, 276, 308, 21.65188, 21.69635, 21.67449, -14.98389, 0.47355, 897/900
Wed Feb 18 15:15:00 2015, 1424294100, 541, 263, 312, 21.64220, 21.68864, 21.66655, -14.83961, 0.47352, 896/900
Wed Feb 18 15:30:00 2015, 1424295000, 532, 307, 307, 21.63986, 21.68394, 21.66385, -14.39804, 0.44955, 897/900
Wed Feb 18 15:45:00 2015, 1424295900, 532, 421, 318, 21.64629, 21.64830, 21.66739, -14.94383, 0.29288, 896/900
Wed Feb 18 16:00:00 2015, 1424296800, 573, 515, 337, 21.63833, 21.63097, 21.66876, -15.64100, 0.22381, 897/900
Wed Feb 18 16:15:00 2015, 1424297700, 584, 519, 338, 21.63822, 21.63720, 21.64262, -15.41381, 0.23952, 896/900
Wed Feb 18 16:30:00 2015, 1424298600, 582, 531, 355, 21.62959, 21.63550, 21.66517, -15.66777, 0.19204, 897/900
Wed Feb 18 16:45:00 2015, 1424299500, 595, 536, 348, 21.64137, 21.63223, 21.66729, -15.70004, 0.18488, 896/900
Wed Feb 18 17:00:00 2015, 1424300400, 596, 560, 352, 21.63402, 21.62772, 21.65279, -16.00326, 0.15967, 897/900
Wed Feb 18 17:15:00 2015, 1424301300, 604, 561, 352, 21.62926, 21.63025, 21.65799, -16.28090, 0.13686, 896/900
Wed Feb 18 17:30:00 2015, 1424302200, 621, 587, 357, 21.62375, 21.62871, 21.66474, -16.55919, 0.12190, 897/900
Wed Feb 18 17:45:00 2015, 1424303100, 618, 597, 369, 21.63035, 21.62144, 21.65629, -16.85540, 0.11130, 896/900
Wed Feb 18 18:00:00 2015, 1424304000, 619, 600, 365, 21.64196, 21.62922, 21.66479, -17.11697, 0.10464, 897/900
Wed Feb 18 18:15:00 2015, 1424304900, 624, 601, 363, 21.63194, 21.61471, 21.65416, -17.16163, 0.10234, 896/900
Wed Feb 18 18:30:00 2015, 1424305800, 624, 586, 359, 21.64080, 21.62914, 21.66222, -17.33136, 0.10201, 897/900
Wed Feb 18 18:45:00 2015, 1424306700, 617, 598, 362, 21.64244, 21.62790, 21.68243, -17.33782, 0.10201, 896/900
Wed Feb 18 19:00:00 2015, 1424307600, 622, 587, 369, 21.64690, 21.62983, 21.67035, -17.50875, 0.10212, 895/900
Wed Feb 18 19:15:00 2015, 1424308500, 616, 595, 365, 21.63732, 21.63229, 21.64963, -17.43000, 0.10241, 896/900
Wed Feb 18 19:30:00 2015, 1424309400, 631, 597, 360, 21.65089, 21.63950, 21.68360, -17.33006, 0.10285, 897/900
Wed Feb 18 19:45:00 2015, 1424310300, 631, 604, 365, 21.64659, 21.63894, 21.67081, -17.45936, 0.10271, 896/900
Wed Feb 18 20:00:00 2015, 1424311200, 622, 602, 358, 21.63725, 21.63268, 21.66722, -17.51845, 0.10292, 895/900
Wed Feb 18 20:15:00 2015, 1424312100, 619, 608, 368, 21.65273, 21.63462, 21.66690, -17.69294, 0.10294, 896/900
Wed Feb 18 20:30:00 2015, 1424313000, 638, 609, 377, 21.64580, 21.63193, 21.68081, -17.81977, 0.10298, 895/900
Wed Feb 18 20:45:00 2015, 1424313900, 634, 615, 374, 21.64374, 21.63216, 21.66917, -17.94536, 0.10299, 896/900
Wed Feb 18 21:00:00 2015, 1424314800, 635, 612, 379, 21.64472, 21.62940, 21.68159, -18.02792, 0.10300, 897/900
Wed Feb 18 21:15:00 2015, 1424315700, 638, 604, 378, 21.63626, 21.63472, 21.66076, -18.11256, 0.10299, 896/900
Wed Feb 18 21:30:00 2015, 1424316600, 634, 607, 375, 21.63881, 21.63144, 21.67165, -18.25491, 0.10300, 897/900
Wed Feb 18 21:45:00 2015, 1424317500, 638, 618, 374, 21.64779, 21.63109, 21.67095, -18.34808, 0.10300, 897/900
Wed Feb 18 22:00:00 2015, 1424318400, 635, 609, 377, 21.64456, 21.63704, 21.67179, -18.46516, 0.10300, 896/900
Wed Feb 18 22:15:00 2015, 1424319300, 629, 606, 372, 21.65015, 21.63613, 21.67800, -18.79764, 0.10300, 897/900
Wed Feb 18 22:30:00 2015, 1424320200, 626, 587, 369, 21.64800, 21.64634, 21.67482, -19.32538, 0.10294, 896/900
Wed Feb 18 22:45:00 2015, 1424321100, 630, 596, 376, 21.65115, 21.63119, 21.67472, -19.61337, 0.10288, 897/900
Wed Feb 18 23:00:00 2015, 1424322000, 642, 596, 382, 21.64802, 21.63095, 21.68255, -19.65585, 0.10298, 896/900
Wed Feb 18 23:15:00 2015, 1424322900, 633, 608, 374, 21.64256, 21.63498, 21.67822, -19.71435, 0.10300, 897/900
Wed Feb 18 23:30:00 2015, 1424323800, 642, 600, 380, 21.63695, 21.64227, 21.67218, -19.85719, 0.10300, 896/900
Wed Feb 18 23:45:00 2015, 1424324700, 637, 602, 396, 21.64414, 21.64565, 21.66800, -20.05325, 0.10300, 897/900
Thu Feb 19 00:00:00 2015, 1424325600, 639, 621, 397, 21.64649, 21.63927, 21.68499, -20.12624, 0.10301, 896/900
Thu Feb 19 00:15:00 2015, 1424326500, 464, 427, 272, 21.65168, 21.63323, 21.67860, -20.34722, 0.10300, 646/900
