
datetime, epochseconds, L1, L2, L3, C1, C2, C3, C4, Sun, eventdensity
Sun Jan 25 00:00:00 2015, 1422165600, 104, 101, 63, 21.61998, 21.63039, 21.64674, 2.09141, 0.09303, 299/900
Sun Jan 25 00:15:00 2015, 1422166500, 312, 280, 190, 21.62355, 21.62634, 21.64101, 2.01071, 0.09307, 897/900
Sun Jan 25 00:30:00 2015, 1422167400, 324, 298, 188, 21.62039, 21.61535, 21.64096, 1.45631, 0.09342, 896/900
Sun Jan 25 00:45:00 2015, 1422168300, 311, 296, 196, 21.60654, 21.60703, 21.62470, 1.04716, 0.09399, 896/900
Sun Jan 25 01:00:00 2015, 1422169200, 328, 304, 203, 21.60340, 21.59594, 21.61929, 1.08253, 0.09400, 897/900
Sun Jan 25 01:15:00 2015, 1422170100, 335, 318, 197, 21.60871, 21.59895, 21.62407, 1.18048, 0.09400, 896/900
Sun Jan 25 01:30:00 2015, 1422171000, 324, 303, 185, 21.60582, 21.59284, 21.61820, 1.27800, 0.09400, 897/900
Sun Jan 25 01:45:00 2015, 1422171900, 327, 311, 193, 21.59702, 21.59685, 21.61619, 1.34372, 0.09400, 896/900
Sun Jan 25 02:00:00 2015, 1422172800, 334, 309, 189, 21.59910, 21.59987, 21.61464, 1.32066, 0.09400, 897/900
Sun Jan 25 02:15:00 2015, 1422173700, 326, 318, 201, 21.60069, 21.60009, 21.62149, 1.24881, 0.09401, 896/900
Sun Jan 25 02:30:00 2015, 1422174600, 338, 310, 198, 21.59606, 21.59745, 21.62922, 1.04596, 0.09400, 897/900
Sun Jan 25 02:45:00 2015, 1422175500, 330, 315, 196, 21.59731, 21.59141, 21.62303, 0.98181, 0.09402, 896/900
Sun Jan 25 03:00:00 2015, 1422176400, 338, 315, 182, 21.59691, 21.59036, 21.61067, 0.88041, 0.09402, 897/900
Sun Jan 25 03:15:00 2015, 1422177300, 340, 313, 194, 21.59448, 21.58205, 21.61288, 0.77950, 0.09411, 896/900
Sun Jan 25 03:30:00 2015, 1422178200, 347, 321, 201, 21.58843, 21.58094, 21.60356, 0.35686, 0.09410, 897/900
Sun Jan 25 03:45:00 2015, 1422179100, 346, 327, 210, 21.58270, 21.57962, 21.61123, -0.03306, 0.09446, 896/900
Sun Jan 25 04:00:00 2015, 1422180000, 364, 319, 189, 21.57576, 21.57346, 21.60270, -0.17642, 0.09480, 896/900
Sun Jan 25 04:15:00 2015, 1422180900, 351, 311, 206, 21.57529, 21.57421, 21.59724, -0.30101, 0.09478, 897/900
Sun Jan 25 04:30:00 2015, 1422181800, 359, 342, 217, 21.57208, 21.57069, 21.57956, -0.45508, 0.09489, 896/900
Sun Jan 25 04:45:00 2015, 1422182700, 358, 324, 217, 21.56877, 21.56460, 21.59017, -0.45805, 0.09482, 897/900
Sun Jan 25 05:00:00 2015, 1422183600, 351, 317, 200, 21.56435, 21.56793, 21.59453, -0.51748, 0.09486, 896/900
Sun Jan 25 05:15:00 2015, 1422184500, 353, 339, 227, 21.56640, 21.56450, 21.57975, -0.77243, 0.09499, 897/900
Sun Jan 25 05:30:00 2015, 1422185400, 366, 343, 208, 21.56798, 21.55714, 21.58370, -0.91598, 0.09499, 896/900
Sun Jan 25 05:45:00 2015, 1422186300, 369, 347, 217, 21.56181, 21.56575, 21.59011, -1.19769, 0.09500, 895/900
Sun Jan 25 06:00:00 2015, 1422187200, 368, 355, 223, 21.55845, 21.55890, 21.58303, -1.40570, 0.09500, 897/900
Sun Jan 25 06:15:00 2015, 1422188100, 368, 351, 212, 21.56037, 21.56038, 21.59125, -1.66564, 0.09500, 896/900
Sun Jan 25 06:30:00 2015, 1422189000, 384, 357, 226, 21.55581, 21.55058, 21.56832, -1.84352, 0.09500, 897/900
Sun Jan 25 06:45:00 2015, 1422189900, 366, 362, 226, 21.55651, 21.55501, 21.57510, -1.99324, 0.09500, 896/900
