
datetime, epochseconds, L1, L2, L3, C1, C2, C3, C4, Sun, eventdensity
Fri Feb 13 04:30:00 2015, 1423823400, 480, 451, 274, 21.62107, 21.60503, 21.63705, -8.73294, 0.09800, 896/900
Fri Feb 13 04:45:00 2015, 1423824300, 472, 441, 287, 21.61952, 21.60924, 21.62952, -8.48666, 0.09800, 897/900
Fri Feb 13 05:00:00 2015, 1423825200, 478, 448, 274, 21.62504, 21.61663, 21.64312, -8.04912, 0.09800, 897/900
Fri Feb 13 05:15:00 2015, 1423826100, 458, 445, 285, 21.61732, 21.60820, 21.63530, -7.89905, 0.09800, 896/900
Fri Feb 13 05:30:00 2015, 1423827000, 470, 444, 286, 21.61656, 21.61053, 21.63802, -7.84198, 0.09799, 897/900
Fri Feb 13 05:45:00 2015, 1423827900, 471, 440, 274, 21.62150, 21.61004, 21.65333, -7.71832, 0.09800, 896/900
Fri Feb 13 06:00:00 2015, 1423828800, 463, 448, 290, 21.62195, 21.61209, 21.64226, -7.65341, 0.09798, 897/900
Fri Feb 13 06:15:00 2015, 1423829700, 466, 453, 276, 21.62200, 21.61701, 21.64585, -7.61912, 0.09797, 896/900
Fri Feb 13 06:30:00 2015, 1423830600, 473, 446, 284, 21.60981, 21.61062, 21.64292, -7.53119, 0.09797, 897/900
Fri Feb 13 06:45:00 2015, 1423831500, 469, 447, 278, 21.61525, 21.60589, 21.63498, -7.51479, 0.09796, 896/900
Fri Feb 13 07:00:00 2015, 1423832400, 476, 454, 275, 21.61810, 21.60749, 21.63635, -7.45743, 0.09801, 897/900
Fri Feb 13 07:15:00 2015, 1423833300, 471, 442, 285, 21.62211, 21.61469, 21.64816, -7.34016, 0.09996, 896/900
Fri Feb 13 07:30:00 2015, 1423834200, 466, 424, 271, 21.62763, 21.62408, 21.65693, -7.12231, 0.10586, 897/900
Fri Feb 13 07:45:00 2015, 1423835100, 464, 421, 282, 21.63431, 21.62547, 21.65325, -6.93999, 0.11668, 896/900
Fri Feb 13 08:00:00 2015, 1423836000, 461, 420, 263, 21.63201, 21.62476, 21.65071, -6.57258, 0.14109, 897/900
Fri Feb 13 08:15:00 2015, 1423836900, 449, 409, 269, 21.63215, 21.63250, 21.65961, -6.35203, 0.15632, 896/900
Fri Feb 13 08:30:00 2015, 1423837800, 443, 378, 264, 21.63866, 21.63957, 21.65761, -5.70636, 0.22101, 897/900
Fri Feb 13 08:45:00 2015, 1423838700, 434, 370, 242, 21.63967, 21.64742, 21.66230, -5.19382, 0.24116, 896/900
Fri Feb 13 09:00:00 2015, 1423839600, 417, 309, 251, 21.64698, 21.66199, 21.67023, -3.93203, 0.32255, 897/900
Fri Feb 13 09:15:00 2015, 1423840500, 410, 342, 238, 21.64640, 21.65373, 21.66482, -4.13473, 0.26449, 896/900
Fri Feb 13 09:30:00 2015, 1423841400, 397, 322, 245, 21.65554, 21.65629, 21.66954, -3.43842, 0.26787, 897/900
Fri Feb 13 09:45:00 2015, 1423842300, 392, 316, 218, 21.65871, 21.66404, 21.69494, -3.27810, 0.24478, 896/900
Fri Feb 13 10:00:00 2015, 1423843200, 384, 268, 227, 21.66395, 21.67947, 21.68327, -2.34389, 0.34094, 897/900
Fri Feb 13 10:15:00 2015, 1423844100, 364, 274, 216, 21.67543, 21.68500, 21.69966, -1.51494, 0.33075, 896/900
Fri Feb 13 10:30:00 2015, 1423845000, 352, 210, 212, 21.68616, 21.71490, 21.69739, -0.87433, 0.40176, 897/900
Fri Feb 13 10:45:00 2015, 1423845900, 338, 211, 216, 21.70476, 21.72222, 21.72105, -0.70741, 0.41546, 896/900
Fri Feb 13 11:00:00 2015, 1423846800, 341, 168, 213, 21.69858, 21.75287, 21.71718, -1.06986, 0.44525, 897/900
Fri Feb 13 11:15:00 2015, 1423847700, 314, 0, 195, 21.73828, 25.15760, 21.75763, -0.08373, 0.64687, 896/900
Fri Feb 13 11:30:00 2015, 1423848600, 281, 0, 173, 21.79130, 29.62813, 21.81407, 0.72677, 0.64898, 896/900
Fri Feb 13 11:45:00 2015, 1423849500, 263, 0, 167, 21.82911, 36.58077, 21.85079, 1.23696, 0.70848, 897/900
Fri Feb 13 12:00:00 2015, 1423850400, 270, 0, 164, 21.81333, 28.26643, 21.82588, 0.95807, 0.52548, 892/900
Fri Feb 13 12:15:00 2015, 1423851300, 275, 0, 159, 21.81118, 31.26916, 21.82216, 2.21673, 0.70526, 897/900
Fri Feb 13 12:30:00 2015, 1423852200, 263, 0, 159, 21.83559, 26.17868, 21.85476, 2.68116, 0.54092, 897/900
Fri Feb 13 12:45:00 2015, 1423853100, 259, 43, 160, 21.81362, 22.17966, 21.83775, 2.78639, 0.50161, 895/900
Fri Feb 13 13:00:00 2015, 1423854000, 280, 111, 169, 21.79390, 21.84115, 21.81405, 1.98559, 0.47896, 896/900
Fri Feb 13 13:15:00 2015, 1423854900, 268, 97, 162, 21.79350, 21.84057, 21.81187, 2.95094, 0.48095, 897/900
Fri Feb 13 13:30:00 2015, 1423855800, 270, 55, 161, 21.79634, 21.87465, 21.81859, 2.91767, 0.51188, 896/900
Fri Feb 13 13:45:00 2015, 1423856700, 275, 67, 167, 21.79447, 22.00236, 21.82386, 2.75102, 0.49884, 897/900
Fri Feb 13 14:00:00 2015, 1423857600, 282, 154, 164, 21.79716, 21.81872, 21.82669, 2.35904, 0.41080, 896/900
Fri Feb 13 14:15:00 2015, 1423858500, 293, 188, 163, 21.78298, 21.79244, 21.80011, 1.95426, 0.36879, 897/900
Fri Feb 13 14:30:00 2015, 1423859400, 304, 219, 190, 21.75145, 21.76755, 21.76543, 2.13802, 0.35374, 896/900
Fri Feb 13 14:45:00 2015, 1423860300, 313, 234, 188, 21.73273, 21.75396, 21.74741, 1.35388, 0.31420, 896/900
Fri Feb 13 15:00:00 2015, 1423861200, 319, 223, 188, 21.72722, 21.73901, 21.73993, 1.29024, 0.34175, 897/900
Fri Feb 13 15:15:00 2015, 1423862100, 330, 226, 189, 21.70995, 21.73873, 21.72694, 0.75961, 0.28784, 896/900
Fri Feb 13 15:30:00 2015, 1423863000, 334, 258, 193, 21.70403, 21.72153, 21.72115, 0.69407, 0.27622, 897/900
Fri Feb 13 15:45:00 2015, 1423863900, 338, 284, 194, 21.69811, 21.70387, 21.71527, 0.16316, 0.22867, 896/900
Fri Feb 13 16:00:00 2015, 1423864800, 341, 303, 197, 21.68796, 21.69709, 21.70987, -0.05058, 0.22330, 896/900
Fri Feb 13 16:15:00 2015, 1423865700, 342, 305, 210, 21.68650, 21.68671, 21.70760, -0.23617, 0.19481, 897/900
Fri Feb 13 16:30:00 2015, 1423866600, 350, 303, 212, 21.68890, 21.68400, 21.70950, -0.52543, 0.17605, 896/900
Fri Feb 13 16:45:00 2015, 1423867500, 363, 317, 215, 21.67569, 21.67780, 21.70000, -0.78011, 0.15699, 897/900
Fri Feb 13 17:00:00 2015, 1423868400, 362, 331, 210, 21.67149, 21.67336, 21.69262, -1.03704, 0.13433, 896/900
Fri Feb 13 17:15:00 2015, 1423869300, 373, 342, 215, 21.66944, 21.67222, 21.68930, -1.34680, 0.12843, 897/900
Fri Feb 13 17:30:00 2015, 1423870200, 382, 368, 223, 21.65771, 21.65500, 21.68334, -1.99807, 0.10878, 896/900
Fri Feb 13 17:45:00 2015, 1423871100, 395, 371, 226, 21.64843, 21.64116, 21.66641, -2.33148, 0.10008, 897/900
Fri Feb 13 18:00:00 2015, 1423872000, 404, 384, 240, 21.64018, 21.63870, 21.65735, -2.77627, 0.09649, 896/900
Fri Feb 13 18:15:00 2015, 1423872900, 415, 389, 245, 21.63380, 21.63173, 21.64062, -3.13035, 0.09600, 897/900
Fri Feb 13 18:30:00 2015, 1423873800, 416, 394, 238, 21.63069, 21.62163, 21.64813, -3.54486, 0.09600, 896/900
Fri Feb 13 18:45:00 2015, 1423874700, 420, 400, 239, 21.62607, 21.62494, 21.64203, -3.97255, 0.09615, 897/900
Fri Feb 13 19:00:00 2015, 1423875600, 437, 412, 246, 21.62004, 21.62196, 21.64888, -4.43138, 0.09673, 896/900
Fri Feb 13 19:15:00 2015, 1423876500, 448, 420, 258, 21.62452, 21.61691, 21.63540, -4.99024, 0.09700, 897/900
Fri Feb 13 19:30:00 2015, 1423877400, 449, 423, 260, 21.61824, 21.60734, 21.64085, -5.45825, 0.09700, 896/900
Fri Feb 13 19:45:00 2015, 1423878300, 463, 431, 272, 21.61166, 21.59995, 21.63580, -5.87528, 0.09702, 897/900
Fri Feb 13 20:00:00 2015, 1423879200, 468, 444, 270, 21.61436, 21.60158, 21.62117, -6.15482, 0.09743, 896/900
Fri Feb 13 20:15:00 2015, 1423880100, 466, 459, 278, 21.60715, 21.59660, 21.61938, -6.51016, 0.09793, 897/900
Fri Feb 13 20:30:00 2015, 1423881000, 465, 457, 283, 21.60874, 21.60266, 21.63348, -6.92972, 0.09796, 896/900
Fri Feb 13 20:45:00 2015, 1423881900, 483, 455, 285, 21.61370, 21.60403, 21.62490, -7.16794, 0.09800, 897/900
Fri Feb 13 21:00:00 2015, 1423882800, 474, 448, 278, 21.61250, 21.61075, 21.62347, -7.25280, 0.09800, 895/900
Fri Feb 13 21:15:00 2015, 1423883700, 462, 446, 275, 21.60950, 21.60464, 21.63280, -7.53065, 0.09800, 896/900
Fri Feb 13 21:30:00 2015, 1423884600, 487, 469, 269, 21.60878, 21.60289, 21.63785, -7.79141, 0.09800, 897/900
Fri Feb 13 21:45:00 2015, 1423885500, 478, 471, 277, 21.60881, 21.60477, 21.63011, -8.10431, 0.09803, 896/900
Fri Feb 13 22:00:00 2015, 1423886400, 498, 466, 277, 21.61135, 21.60339, 21.64981, -8.43067, 0.09825, 897/900
Fri Feb 13 22:15:00 2015, 1423887300, 508, 469, 291, 21.60936, 21.59990, 21.63269, -8.65858, 0.09860, 896/900
Fri Feb 13 22:30:00 2015, 1423888200, 504, 479, 303, 21.60607, 21.59881, 21.62524, -8.88190, 0.09891, 895/900
Fri Feb 13 22:45:00 2015, 1423889100, 506, 478, 300, 21.60572, 21.60100, 21.63600, -9.04446, 0.09897, 896/900
Fri Feb 13 23:00:00 2015, 1423890000, 503, 484, 307, 21.61078, 21.59588, 21.62956, -9.16735, 0.09900, 897/900
Fri Feb 13 23:15:00 2015, 1423890900, 503, 480, 294, 21.61046, 21.59821, 21.63221, -9.31671, 0.09900, 896/900
Fri Feb 13 23:30:00 2015, 1423891800, 517, 493, 294, 21.60982, 21.59933, 21.62370, -9.42361, 0.09900, 897/900
Fri Feb 13 23:45:00 2015, 1423892700, 521, 491, 285, 21.60627, 21.60481, 21.64528, -9.53048, 0.09900, 896/900
Sat Feb 14 00:00:00 2015, 1423893600, 504, 491, 306, 21.60770, 21.59918, 21.63534, -9.45470, 0.09900, 897/900
Sat Feb 14 00:15:00 2015, 1423894500, 362, 345, 216, 21.60912, 21.59894, 21.63601, -9.36054, 0.09900, 646/900
