
datetime, epochseconds, L1, L2, L3, C1, C2, C3, C4, Sun, eventdensity
Tue Feb 17 00:00:00 2015, 1424152800, 176, 181, 112, 21.60516, 21.59512, 21.64020, -12.39037, 0.10000, 297/900
Tue Feb 17 00:15:00 2015, 1424153700, 567, 535, 331, 21.61333, 21.59569, 21.64438, -12.31847, 0.10000, 897/900
Tue Feb 17 00:30:00 2015, 1424154600, 556, 524, 330, 21.61357, 21.60073, 21.64462, -12.65897, 0.10000, 896/900
Tue Feb 17 00:45:00 2015, 1424155500, 561, 531, 329, 21.60948, 21.59749, 21.64548, -12.74793, 0.10000, 897/900
Tue Feb 17 01:00:00 2015, 1424156400, 567, 537, 340, 21.60828, 21.60739, 21.63533, -12.72541, 0.10000, 896/900
Tue Feb 17 01:15:00 2015, 1424157300, 562, 529, 332, 21.61371, 21.60212, 21.63891, -13.13802, 0.10000, 897/900
Tue Feb 17 01:30:00 2015, 1424158200, 569, 530, 338, 21.61644, 21.61149, 21.64411, -13.48919, 0.10000, 896/900
Tue Feb 17 01:45:00 2015, 1424159100, 576, 537, 343, 21.60942, 21.61285, 21.63416, -13.68872, 0.10000, 897/900
Tue Feb 17 02:00:00 2015, 1424160000, 569, 525, 330, 21.61768, 21.60759, 21.63829, -14.01555, 0.10003, 896/900
Tue Feb 17 02:15:00 2015, 1424160900, 567, 526, 332, 21.61646, 21.61268, 21.63655, -14.37419, 0.10002, 897/900
Tue Feb 17 02:30:00 2015, 1424161800, 578, 543, 339, 21.62016, 21.60761, 21.63387, -14.30311, 0.10042, 896/900
Tue Feb 17 02:45:00 2015, 1424162700, 578, 536, 335, 21.61810, 21.60886, 21.64067, -14.33004, 0.10071, 897/900
Tue Feb 17 03:00:00 2015, 1424163600, 583, 545, 333, 21.61435, 21.60903, 21.63433, -14.35024, 0.10089, 896/900
Tue Feb 17 03:15:00 2015, 1424164500, 576, 539, 351, 21.61357, 21.61002, 21.62950, -14.37062, 0.10096, 897/900
Tue Feb 17 03:30:00 2015, 1424165400, 568, 538, 342, 21.61673, 21.61523, 21.63342, -13.57626, 0.10095, 896/900
Tue Feb 17 03:45:00 2015, 1424166300, 553, 527, 326, 21.61532, 21.61362, 21.64763, -13.26518, 0.10039, 897/900
Tue Feb 17 04:00:00 2015, 1424167200, 569, 534, 355, 21.61511, 21.60175, 21.63188, -13.82531, 0.10002, 896/900
Tue Feb 17 04:15:00 2015, 1424168100, 577, 538, 337, 21.61411, 21.60960, 21.63605, -14.08234, 0.10002, 897/900
Tue Feb 17 04:30:00 2015, 1424169000, 580, 539, 331, 21.61854, 21.60390, 21.63584, -14.67939, 0.10001, 896/900
Tue Feb 17 04:45:00 2015, 1424169900, 585, 540, 349, 21.60513, 21.60292, 21.63093, -14.94993, 0.10001, 897/900
Tue Feb 17 05:00:00 2015, 1424170800, 584, 549, 342, 21.62011, 21.61136, 21.64084, -15.01207, 0.10071, 897/900
Tue Feb 17 05:15:00 2015, 1424171700, 579, 548, 355, 21.61860, 21.60294, 21.63525, -14.40768, 0.10099, 896/900
Tue Feb 17 05:30:00 2015, 1424172600, 579, 550, 348, 21.62029, 21.60544, 21.63958, -13.99256, 0.10099, 897/900
