
datetime, epochseconds, L1, L2, L3, C1, C2, C3, C4, Sun, eventdensity
Mon Feb  9 05:00:00 2015, 1423479600, 411, 374, 247, 21.60022, 21.59898, 21.61497, -4.30286, 0.09600, 897/900
Mon Feb  9 05:15:00 2015, 1423480500, 412, 379, 247, 21.59666, 21.60036, 21.60939, -4.35142, 0.09600, 897/900
Mon Feb  9 05:30:00 2015, 1423481400, 414, 368, 246, 21.59352, 21.59554, 21.61861, -4.36838, 0.09600, 896/900
Mon Feb  9 05:45:00 2015, 1423482300, 411, 365, 244, 21.59627, 21.59109, 21.61691, -4.40124, 0.09600, 897/900
Mon Feb  9 06:00:00 2015, 1423483200, 425, 371, 235, 21.59104, 21.58957, 21.62222, -4.44269, 0.09600, 896/900
Mon Feb  9 06:15:00 2015, 1423484100, 411, 381, 228, 21.60013, 21.59172, 21.61762, -4.48726, 0.09600, 897/900
Mon Feb  9 06:30:00 2015, 1423485000, 423, 377, 249, 21.59304, 21.59526, 21.62045, -4.51187, 0.09600, 896/900
Mon Feb  9 06:45:00 2015, 1423485900, 417, 382, 236, 21.59368, 21.59392, 21.60867, -4.57458, 0.09600, 897/900
Mon Feb  9 07:00:00 2015, 1423486800, 420, 374, 245, 21.59516, 21.59154, 21.61782, -4.65450, 0.09600, 896/900
Mon Feb  9 07:15:00 2015, 1423487700, 426, 388, 265, 21.58871, 21.59036, 21.60257, -4.70488, 0.09658, 897/900
Mon Feb  9 07:30:00 2015, 1423488600, 431, 381, 252, 21.59143, 21.58992, 21.60648, -4.72398, 0.09925, 896/900
Mon Feb  9 07:45:00 2015, 1423489500, 410, 378, 253, 21.59434, 21.59058, 21.61885, -4.63261, 0.10657, 896/900
Mon Feb  9 08:00:00 2015, 1423490400, 413, 371, 250, 21.59715, 21.60362, 21.61198, -4.46872, 0.11956, 897/900
Mon Feb  9 08:15:00 2015, 1423491300, 411, 355, 241, 21.60587, 21.60181, 21.61806, -4.22385, 0.13490, 896/900
Mon Feb  9 08:30:00 2015, 1423492200, 405, 353, 234, 21.60710, 21.60677, 21.62338, -3.97873, 0.15220, 897/900
Mon Feb  9 08:45:00 2015, 1423493100, 408, 346, 241, 21.60550, 21.60902, 21.62316, -3.84701, 0.17532, 896/900
Mon Feb  9 09:00:00 2015, 1423494000, 404, 338, 235, 21.60612, 21.60677, 21.63318, -3.52480, 0.19925, 897/900
Mon Feb  9 09:15:00 2015, 1423494900, 401, 322, 226, 21.60869, 21.61829, 21.63219, -3.25814, 0.22976, 896/900
Mon Feb  9 09:30:00 2015, 1423495800, 375, 300, 220, 21.61829, 21.62708, 21.63500, -2.89653, 0.25640, 897/900
Mon Feb  9 09:45:00 2015, 1423496700, 381, 282, 222, 21.63229, 21.63913, 21.65331, -2.75984, 0.28512, 896/900
Mon Feb  9 10:00:00 2015, 1423497600, 369, 253, 223, 21.63276, 21.65194, 21.66497, -2.07004, 0.31592, 897/900
Mon Feb  9 10:15:00 2015, 1423498500, 353, 214, 197, 21.64928, 21.67693, 21.67419, -1.90696, 0.36046, 896/900
Mon Feb  9 10:30:00 2015, 1423499400, 348, 188, 196, 21.66520, 21.69328, 21.68713, -1.41847, 0.38998, 897/900
Mon Feb  9 10:45:00 2015, 1423500300, 328, 145, 197, 21.69951, 21.72614, 21.71314, -0.71413, 0.41577, 896/900
Mon Feb  9 11:00:00 2015, 1423501200, 315, 65, 190, 21.71990, 21.78753, 21.74160, -0.52330, 0.47253, 896/900
Mon Feb  9 11:15:00 2015, 1423502100, 291, 5, 179, 21.75969, 22.44426, 21.78604, -0.80977, 0.48310, 896/900
Mon Feb  9 11:30:00 2015, 1423503000, 276, 0, 160, 21.82441, 26.51459, 21.84252, -0.02712, 0.49924, 897/900
Mon Feb  9 11:45:00 2015, 1423503900, 258, 0, 145, 21.85892, 38.14778, 21.88102, 0.93188, 0.70596, 896/900
Mon Feb  9 12:00:00 2015, 1423504800, 240, 0, 142, 21.94807, 45.28086, 21.96289, -0.02117, 0.68944, 896/900
Mon Feb  9 12:15:00 2015, 1423505700, 242, 0, 131, 21.98408, 48.30380, 22.00145, 0.13001, 0.68233, 896/900
Mon Feb  9 12:30:00 2015, 1423506600, 248, 0, 140, 22.00891, 50.05042, 22.02837, 0.01882, 0.68955, 897/900
Mon Feb  9 12:45:00 2015, 1423507500, 233, 0, 138, 22.02446, 51.26241, 22.05764, 1.15395, 0.70677, 896/900
Mon Feb  9 13:00:00 2015, 1423508400, 203, 0, 116, 22.06561, 51.67835, 22.09352, 1.43181, 0.68642, 897/900
Mon Feb  9 13:15:00 2015, 1423509300, 228, 0, 122, 22.06615, 50.58627, 22.09525, 0.53167, 0.66249, 896/900
Mon Feb  9 13:30:00 2015, 1423510200, 228, 0, 123, 22.05645, 48.79930, 22.08565, 0.72573, 0.63673, 897/900
Mon Feb  9 13:45:00 2015, 1423511100, 227, 0, 121, 22.07090, 43.94334, 22.08887, 0.74854, 0.54844, 897/900
Mon Feb  9 14:00:00 2015, 1423512000, 238, 0, 120, 22.03649, 38.51420, 22.06961, 0.68220, 0.54261, 896/900
Mon Feb  9 14:15:00 2015, 1423512900, 237, 0, 127, 22.03791, 37.18323, 22.06085, 1.15386, 0.55931, 897/900
Mon Feb  9 14:30:00 2015, 1423513800, 226, 0, 128, 22.05950, 36.54012, 22.09851, 1.05895, 0.53646, 896/900
Mon Feb  9 14:45:00 2015, 1423514700, 226, 0, 117, 22.07267, 35.24246, 22.10432, 1.33543, 0.49979, 897/900
Mon Feb  9 15:00:00 2015, 1423515600, 223, 0, 124, 22.08647, 33.44559, 22.11292, 1.72284, 0.46244, 894/900
Mon Feb  9 15:15:00 2015, 1423516500, 231, 0, 117, 22.09374, 30.88342, 22.12040, 0.91495, 0.42582, 897/900
Mon Feb  9 15:30:00 2015, 1423517400, 246, 0, 123, 22.06843, 28.08256, 22.10553, 0.71229, 0.38787, 896/900
Mon Feb  9 15:45:00 2015, 1423518300, 255, 77, 150, 21.95396, 23.86980, 21.96530, -0.40124, 0.19119, 897/900
Mon Feb  9 16:00:00 2015, 1423519200, 326, 270, 181, 21.77180, 21.78387, 21.79857, -0.72573, 0.14621, 896/900
Mon Feb  9 16:15:00 2015, 1423520100, 343, 297, 190, 21.69218, 21.69513, 21.70301, -0.91378, 0.14110, 897/900
Mon Feb  9 16:30:00 2015, 1423521000, 352, 312, 205, 21.65422, 21.65757, 21.67747, -1.14514, 0.13607, 896/900
Mon Feb  9 16:45:00 2015, 1423521900, 368, 312, 209, 21.63776, 21.63316, 21.65338, -1.33498, 0.12971, 897/900
Mon Feb  9 17:00:00 2015, 1423522800, 378, 337, 221, 21.62159, 21.62113, 21.63524, -1.71345, 0.12260, 896/900
Mon Feb  9 17:15:00 2015, 1423523700, 382, 346, 212, 21.60954, 21.61175, 21.63591, -2.22869, 0.11480, 897/900
Mon Feb  9 17:30:00 2015, 1423524600, 387, 356, 222, 21.60969, 21.60599, 21.62261, -2.87430, 0.10465, 896/900
Mon Feb  9 17:45:00 2015, 1423525500, 396, 366, 238, 21.60669, 21.60569, 21.61382, -3.51206, 0.09767, 897/900
Mon Feb  9 18:00:00 2015, 1423526400, 407, 350, 236, 21.58971, 21.57922, 21.60410, -3.87614, 0.09579, 896/900
Mon Feb  9 18:15:00 2015, 1423527300, 395, 368, 229, 21.58602, 21.58444, 21.60490, -4.07312, 0.09520, 897/900
Mon Feb  9 18:30:00 2015, 1423528200, 404, 369, 246, 21.58547, 21.57787, 21.60713, -4.45111, 0.09587, 896/900
Mon Feb  9 18:45:00 2015, 1423529100, 404, 373, 235, 21.58643, 21.57972, 21.59461, -4.50447, 0.09600, 897/900
Mon Feb  9 19:00:00 2015, 1423530000, 417, 377, 252, 21.57215, 21.57528, 21.59224, -5.26514, 0.09600, 896/900
Mon Feb  9 19:15:00 2015, 1423530900, 431, 392, 258, 21.57690, 21.57019, 21.59020, -5.31024, 0.09601, 896/900
Mon Feb  9 19:30:00 2015, 1423531800, 419, 377, 260, 21.57759, 21.57189, 21.59109, -5.75853, 0.09614, 897/900
Mon Feb  9 19:45:00 2015, 1423532700, 422, 414, 252, 21.57422, 21.56295, 21.59200, -5.98312, 0.09676, 896/900
Mon Feb  9 20:00:00 2015, 1423533600, 438, 388, 256, 21.57170, 21.56528, 21.59333, -6.13941, 0.09700, 897/900
Mon Feb  9 20:15:00 2015, 1423534500, 452, 404, 265, 21.56662, 21.56945, 21.58703, -6.36962, 0.09700, 896/900
Mon Feb  9 20:30:00 2015, 1423535400, 441, 395, 265, 21.56965, 21.57281, 21.59514, -6.11192, 0.09702, 897/900
Mon Feb  9 20:45:00 2015, 1423536300, 434, 402, 251, 21.56790, 21.57527, 21.60480, -6.72738, 0.09691, 896/900
Mon Feb  9 21:00:00 2015, 1423537200, 439, 402, 253, 21.57569, 21.57507, 21.59659, -6.68192, 0.09701, 897/900
Mon Feb  9 21:15:00 2015, 1423538100, 437, 399, 252, 21.57561, 21.56811, 21.60372, -5.57298, 0.09755, 896/900
Mon Feb  9 21:30:00 2015, 1423539000, 425, 381, 259, 21.58484, 21.57968, 21.60487, -5.68342, 0.09700, 897/900
Mon Feb  9 21:45:00 2015, 1423539900, 426, 395, 252, 21.58181, 21.58408, 21.60737, -5.77086, 0.09694, 896/900
Mon Feb  9 22:00:00 2015, 1423540800, 437, 398, 260, 21.57659, 21.58039, 21.60275, -6.54327, 0.09696, 897/900
Mon Feb  9 22:15:00 2015, 1423541700, 439, 403, 261, 21.58238, 21.57902, 21.59679, -6.98420, 0.09698, 896/900
Mon Feb  9 22:30:00 2015, 1423542600, 438, 396, 259, 21.58257, 21.56871, 21.59651, -7.16552, 0.09700, 895/900
Mon Feb  9 22:45:00 2015, 1423543500, 437, 403, 259, 21.57474, 21.57109, 21.61261, -7.34708, 0.09700, 896/900
Mon Feb  9 23:00:00 2015, 1423544400, 441, 399, 265, 21.57406, 21.57832, 21.60104, -7.32195, 0.09700, 897/900
Mon Feb  9 23:15:00 2015, 1423545300, 441, 420, 264, 21.56230, 21.56384, 21.58163, -7.31677, 0.09710, 896/900
Mon Feb  9 23:30:00 2015, 1423546200, 452, 408, 269, 21.56365, 21.56631, 21.58948, -5.98836, 0.09763, 897/900
Mon Feb  9 23:45:00 2015, 1423547100, 446, 404, 265, 21.57360, 21.56319, 21.59068, -5.80149, 0.09711, 895/900
Tue Feb 10 00:00:00 2015, 1423548000, 436, 409, 260, 21.57059, 21.56218, 21.57831, -6.26937, 0.09700, 896/900
Tue Feb 10 00:15:00 2015, 1423548900, 313, 293, 189, 21.57430, 21.55536, 21.58914, -6.14120, 0.09700, 644/900
